#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2014.0000326,"COPISTERIA DE CASTELLON, S.L.",16/01/14. COPIAS PLANOS PARA ACTIVIDADES.,18/03/2014,"117,61 €",6,15124,22000
2014.0002228,MEDITERRANEO HOLIDAYS SL,GASTOS DE DESPLAZAMIENTO CON MOTIVO DE LA VISITA A LA EMPRESA DEL FABRICANTE DE LOS VEHICULOS DEL TRAM.,29/05/2014,"581,66 €",1,91200,226990
2014.0002442,CASTELLO VENDIG SL,ABRIL/14. SUMINISTRO PARA LA CAFETERA. ORGANOS DE GOBIERNO.,11/06/2014,"462,56 €",1,91200,226990
2014.0002458,CRUZ ROJA ESPAÑOLA,17/07/14. ADQUISICIÓN 120 BOLETOS PARA EL SORTEO DE ORO (Nº 04248),29/05/2014,"600,00 €",1,91200,226990
2014.0002460,MEDITERRANEO HOLIDAYS SL,09/05/14. BILLETE DE TREN JUAN JOSÉ PEREZ CON MOTIVO DE LA ASISTENCIA A LA JUNTA DIRECTIVA DE LA RED ESPAÑOLA DE CIUDADES INTELIGENTES.,11/06/2014,"120,80 €",1,91200,226990
2014.0002512,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/03/14. SERVICIO HERALDO EN LA ROMERIA DE LAS CAÑAS Y PROCESIÓN DE PENITENTES.,11/06/2014,"197,00 €",1,91200,226021
2014.0002513,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/03/14. SERVICIO DE HERALDO EN LA ROMERIA DE LAS CAÑAS Y PROCESIÓN DE PENITENTES.,11/06/2014,"197,00 €",1,91200,226021
2014.0002514,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/03/14. SERVICIO DE MACERO EN ROMERIA DE LAS CAÑAS Y PROCESIÓN DE PENITENTES.,11/06/2014,"197,00 €",1,91200,226021
2014.0002515,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/03/14. SERVICIO DE MACERO EN ROMERIA DE LAS CAÑAS Y PROCESIÓN DE PENITENTES.,11/06/2014,"197,00 €",1,91200,226021
2014.0002516,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/03/14. SERVICIO DE MACERO EN ROMERIA DE LAS CAÑAS Y PROCESIÓN DE PENITENTES.,11/06/2014,"197,00 €",1,91200,226021
2014.0002517,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/03/14. SERVICIO DE MACERO EN ROMERIA DE LAS CAÑAS Y PROCESIÓN DE PENITENTES.,11/06/2014,"197,00 €",1,91200,226021
2014.0002669,VALLS MIRALLES SLU,OBSEQUIOS ROSCONES REINAS DE LAS FIESTAS.,26/06/2014,"1.032,78 €",1,91200,226991
2014.0002670,"J.PINAZO, S.L.",ARREGLOS Y DECORACIÓN TRIBUNA AUTORIDADES FIESTAS DE LA MAGDALENA.,31/07/2014,"10.243,86 €",1,91200,226991
2014.0002843,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,04/05/14. SERVICIO MACEROS CELEBRACIÓN FIESTAS DE LA VIRGEN DE LIDON 2014,01/07/2014,"98,50 €",1,91200,226990
2014.0002844,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,04/05/14. SERVICIO MACEROS CELEBRACIÓN FIESTAS DE LA VIRGEN DE LIDON 2014,01/07/2014,"295,50 €",1,91200,226990
2014.0002845,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,04/05/14. SERVICIO MACEROS CELEBRACIÓN FIESTAS DE LA VIRGEN DE LIDON 2014,01/07/2014,"394,00 €",1,91200,226990
2014.0002846,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,04/05/14. SERVICIO MACEROS CELEBRACIÓN FIESTAS DE LA VIRGEN DE LIDON 2014,01/07/2014,"394,00 €",1,91200,226990
2014.0002847,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,04/05/14. SERVICIO MACEROS CELEBRACIÓN FIESTAS DE LA VIRGEN DE LIDON 2014,01/07/2014,"197,00 €",1,91200,226990
2014.0002848,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,04/05/14. SERVICIO MACEROS CELEBRACIÓN FIESTAS DE LA VIRGEN DE LIDON 2014,01/07/2014,"197,00 €",1,91200,226990
2014.0003260,CASTELLO VENDIG SL,MAYO/14. SUMINISTRO PARA LA CAFETERA. ORGANOS DE GOBIERNO.,16/07/2014,"366,15 €",1,91200,226990
2014.0003437,"GARCIA SORRIBES, S.L.",ABRIL/14. SUMINISTRO AGUA ORGANOS DE GOBIERNO.,14/08/2014,"107,18 €",1,91200,226990
2014.0003438,"GARCIA SORRIBES, S.L.",MAYO/14. SUMINISTRO AGUA ORGANOS DE GOBIERNO.,14/08/2014,"129,51 €",1,91200,226990
2014.0003708,CASTELLO VENDIG SL,JUNIO/14. SUMINISTRO PARA LA CAFETERA. ORGANOS DE GOBIERNO.,25/09/2014,"367,79 €",1,91200,226990
2014.0004276,TINTORERIA WALDORF CB,"LIMPIEZA BLUSAS MAGDALENA, TRAJES MACEROS Y HERALDOS.",23/12/2014,"378,03 €",1,91200,226991
2014.0004289,CASTELLO VENDIG SL,JULIO/14. SUMINISTRO PARA LA CAFETERA. ORGANOS DE GOBIERNO.,03/10/2014,"226,27 €",1,91200,226990
2014.0004793,TIC TAC EVENTOS Y ANIMACIONES C.B.,DISCOMOVIL PARA FIESTAS DEL SERRALLO.,29/12/2014,"300,00 €",1,91200,226991
2014.0005970,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/14. TRABAJOS DE PRENSA.,29/12/2014,"1.500,40 €",1,91200,226990
2014.0005993,"CORONAS CASTELLON, S.L.",04/10/14. CESTAS DE FLORES PARA PRESENTACIÓN GAIATA 12.,29/12/2014,"375,00 €",1,91200,226991
2014.0006002,FEVATED,2014. CUOTA SEGÚN ESTATUTOS FEDERACIÓN AULAS 3ª EDAD. PRIMERA OPERACIÓN CONTABLE S/BASE 5 DE LAS BASES DE EJEC.PRESUPUESTO,30/12/2014,"80,00 €",1,91200,48905
2014.0006021,MEDITERRANEO HOLIDAYS SL,NOVIEMBRE/14. VIAJE A ITALIA A FAVOR DE D. MIGUEL SILVESTRE.,23/12/2014,"692,30 €",1,91200,226990
2014.0006022,MEDITERRANEO HOLIDAYS SL,"NOVIEMBRE/14. BILLETES DE TREN A BARCELONA A FAVOR DE SRES. JULIO TENA, CARMEN ALBORCH Y CRISTINA QUEROL.",23/12/2014,"203,10 €",1,91200,226990
2014.0006652,MEDITERRANEO HOLIDAYS SL,09/12/14. BILLETE DE TREN A MADRID A FAVOR DE CARMEN QUEROL.,30/12/2014,"120,80 €",1,91200,226990
2014.0000113,MAQUIVER SL,SUMINISTRO DE CANDADOS PARA SU USO EN EL RECINTO DEL PINAR.,10/02/2014,"532,88 €",6,15540,221990
2014.0006051,"VIAJES AZAHAR, S.L.",06/11/14. COMIDAS TERCERA EDAD EN EL RESTAURANTE DEL SENADO.,30/12/2014,"48,90 €",5,23211,226991
2014.0000114,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO/13. TRABAJOS DE ARCHIVO FOTOGRÁFICO ACTOS PROTOCOLARIOS.,27/02/2014,"1.512,50 €",1,91200,226990
2014.0000285,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE/13. REPORTAJES FOTOGRÁFICOS ACTOS PROTOCOLARIOS.,13/02/2014,"1.113,20 €",1,91200,226990
2014.0000288,EL CORTE INGLES SA,"24 Y 31/12/13 SUMINISTRO CESTAS PARA SAMU, POLICIA Y BOMBEROS CON MOTIVO  GUARDIAS.",13/02/2014,"527,64 €",1,91200,226990
2014.0000289,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/11/13. CESTAS DE FLORES PARA PRESENTACIÓN GAIATAS. PRIMERA OPERACIÓN CONTABLE S/BASE 5 DE LAS BASES DE EJEC.PRESUPUESTO.,27/02/2014,"374,99 €",1,91200,226991
2014.0000290,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/11/13. CESTAS DE FLORES PARA PRESENTACIÓN GAIATAS.,27/02/2014,"374,99 €",1,91200,226991
2014.0000312,MEDITERRANEO HOLIDAYS SL,16/01/14. BILLETES DE TREN SR. ALCALDE Y CONCEJAL CON MOTIVO DE LA REUNIÓN CELEBRADA CON EL DIRECTOR GENERAL DE POLITICA ENERGÉTICA Y MINAS EN MADRID.,10/02/2014,"241,60 €",1,91200,226990
2014.0000317,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,21/12/13. CENTROS DE FLORES PARA PRESENTACIÓN DE GAITAS. 1ª  OPERACIÓN CONTABLE S/BASE 5 DE LAS BASES DE EJEC.PRESUPUESTO,13/02/2014,"375,00 €",1,91200,226991
2014.0000318,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,11/01/14. CENTROS DE FLORES PARA PRESENTACIÓN GAITAS.,10/02/2014,"375,00 €",1,91200,226991
2014.0000371,MEDITERRANEO HOLIDAYS SL,21/01/14. BILLETES DE TREN GONZALO ROMERO Y CRISTINA QUEROL CON MOTIVO DE LA REUNIÓN DE LA FEMP A MADRID.,18/03/2014,"241,60 €",1,91200,226990
2014.0000381,MEDITERRANEO HOLIDAYS SL,26/11/13. BILLETES DE TREN ALCALDE Y JEFE GABINETE CON MOTIVO DE LA ASISTENCIA A UN DESAYUNO CON EL PRESIDENTE DE LA GENERALITAT.,29/05/2014,"241,60 €",1,91200,226990
2014.0000537,MEDITERRANEO HOLIDAYS SL,8 Y 9/02/14. ALOJAMIENTO CONCEJAL EN ZARAGOZA CON MOTIVO DE LA PROCLAMACIÓN DE LA REINA DE LA CASA DE LA C.V.,18/02/2014,"85,00 €",1,91200,226991
2014.0000539,"JOYERIA FONT, S.L.",31/12/13. RESTAURACIÓN ADEREZO CASTELLONERA REINAS FIESTAS.,03/03/2014,"121,00 €",1,91200,226991
2014.0000620,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/14. PRENSA PARA ALCALDÍA.,18/03/2014,"245,69 €",1,91200,22001
2014.0000666,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,03/02/14. LLAVEROS PLATA ESCUEDO AYUNTAMIENTO PARA PRESIDENTES INFANTILES MAGDALENA 2014.,10/03/2014,"711,48 €",1,91200,226991
2014.0000667,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,03/02/14. PULSERAS PARA LAS REINAS DE LAS FIESTAS 2014.,10/03/2014,"3.993,00 €",1,91200,226991
2014.0000671,IMPRENTA ROSELL SL,IMPRESIÓN LONA PARA FOROS URBANISMO Y PANEL PARA ATRIL.,28/02/2014,"284,35 €",1,91200,226990
2014.0000681,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/14. REPORTAJES FOTOGRAFICOS ACTOS PROTOCOLARIOS.,10/03/2014,"1.028,50 €",1,91200,226990
2014.0000735,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,18 Y 25/01/14. CESTAS DE FLORES PARA PRESENTACIÓN GAIATAS.,10/03/2014,"750,00 €",1,91200,226991
2014.0000737,"CANOS IMPRESSORS, S.L.",IMPRESIÓN CARTELES SAN ANTONI 2014.,18/03/2014,"461,01 €",1,91200,226991
2014.0000894,"MONMAR GRUPO, S.L.",PAÑUELOS Y BLUSAS MAGDALENA 2014.,18/03/2014,"1.872,96 €",1,91200,226991
2014.0000903,FEDERACION ESPAÑOLA MUNICIPIOS Y PROVINCIAS,2014. CUOTA ASOCIADO FEMP.,07/03/2014,"10.144,42 €",1,91200,48901
2014.0000915,"BARRACHINA VILLENA, S.L.",SUMINISTRO PIN GRABADO CON ESTUCHE Y LLAVEROS PARA ACTOS PROTOCOLARIOS.,18/03/2014,"4.656,69 €",1,91200,226010
2014.0000917,"GESTION UNIVERSAL DE ESPECTACULOS, S.L",ENTRADAS TOROS CORPORACIÓN MUNICIPAL FIESTAS DE LA MAGDALENA 2014.,18/03/2014,"9.012,00 €",1,91200,226991
2014.0000947,MEDITERRANEO HOLIDAYS SL,04/12/13. BILLETES DE TREN VICENT SALES CON MOTIVO DE LA REUNIÓN DE LA FEMP EN MADRID.,29/05/2014,"120,80 €",1,91200,226990
2014.0000955,MEDITERRANEO HOLIDAYS SL,24 Y 25/02/14. BILLETES DE TREN ALCALDE CON MOTIVO CONFERENCIA DEL PRESIDENT DE LA GENERALITAT A MADRID.,18/03/2014,"295,80 €",1,91200,226990
2014.0001037,JOYAS SAN VICENTE SL,INSIGNIAS PARA OBSEQUIO REINAS PUEBLOS PROVINCIA MAGDALENA.,31/03/2014,"281,35 €",1,91200,226991
2014.0001246,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/14. PRENSA PARA ALCALDÍA.,07/04/2014,"234,79 €",1,91200,22001
2014.0001283,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/14. REPORTAJES FOTOGRAFICOS ACTOS PROTOCOLARIOS.,07/04/2014,"1.143,45 €",1,91200,226990
2014.0001336,MEDITERRANEO HOLIDAYS SL,14/03/14. BILLETES DE TREN CARMEN QUEROL CON MOTIVO DE LA REUNIÓN CELEBRADA ASAMBLEA RETOS EN MADRID.,07/04/2014,"160,95 €",1,91200,226990
2014.0001371,MEDITERRANEO HOLIDAYS SL,11 Y 12/03/14. BILLETES DE TREN CARMEN ALBERT Y CRISTINA QUEROL A MADRID.,07/04/2014,"241,60 €",1,91200,226990
2014.0001390,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,REPORTAJES FOTOROGRAFICOS S/FOTOS ENTREGA MEDALLITAS RECIEN NACIDOS.,07/04/2014,"296,45 €",1,91200,226990
2014.0001391,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,54 FOTOS OFICIALES ALCALDE PARA SALUDAS.,07/04/2014,"392,04 €",1,91200,226990
2014.0001394,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"08/02/14. FLORES PRESENTACIÓN GAIATAS Nº 19 Y 6, COMPENSACION SEGUN DECRETO FECHA 22-04-2014.",07/04/2014,"749,98 €",1,91200,226990
2014.0001608,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DE JULIO A AGOSTO/13. TRABAJOS DE ARCHIVO FOTOGRÁFICO AYUNTAMIENTO.,29/05/2014,"1.996,50 €",1,91200,226990
2014.0001612,VICENTE MIRAVETE SL,23/03/14. SERVICIO CATERING CHIMOS PARA LA ROMERIA.,09/05/2014,"631,40 €",1,91200,226991
2014.0001626,IMPRENTA ROSELL SL,IMPRESION LONAS FIESTAS DE LA MAGDALENA.,09/05/2014,"1.282,60 €",1,91200,226991
2014.0001638,RESTAURANTE MOLIMAR SL,ALMUERZO EN SANT ROC DE CANES 2014.,09/05/2014,"5.577,00 €",1,91200,226991
2014.0001641,INSTALACIONES TURISTICAS COSTERAS SA,22/03/14. COMIDA RECEPCIÓN DE DELEGACIONES DENTRO DE LAS FIESTAS DE LA MAGDALENA.,09/05/2014,"4.130,00 €",1,91200,226991
2014.0001642,INSTALACIONES TURISTICAS COSTERAS SA,21/03/14. ALOJAMIENTO INVITADOS DELEGACIÓN DE ALCOY FIESTAS DE LA MAGDALENA.,09/05/2014,"240,00 €",1,91200,226991
2014.0001644,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO/14. PRENSA PARA ALCALDÍA.,09/05/2014,"267,09 €",1,91200,22001
2014.0001652,NH HOTELES ESPAÑA SL,26/03/14. COMIDA INVITADOS EN FIESTAS DE LA MAGDALENA.,09/05/2014,"264,00 €",1,91200,226991
2014.0001663,EQUIPO DE MEDIOS Y PUBLICACIONES SL,2014. SUSCRIPCIÓN A LA REVISTA EL ALCALDE.,16/04/2014,"60,00 €",1,91200,22001
2014.0001671,M TERESA ESTEVE SL,"2014. DECORACIÓN DE LA ERMITA ""LA MAGDALENA"".",09/05/2014,"484,00 €",1,91200,226991
2014.0001846,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO/14. REPORTAJES FOTOGRAFICOS ACTOS PROTOCOLARIOS.,09/05/2014,"1.452,00 €",1,91200,226990
2014.0001914,"GESTION UNIVERSAL DE ESPECTACULOS, S.L",ENTRADAS TOROS CORPORACIÓN MUNICIPAL FIESTAS DE LA MAGDALENA 2014.,26/06/2014,"3.757,00 €",1,91200,226991
2014.0001957,"HNAS. BORDONAU, C.B.",SUMINISTRO BANDEJAS CON ESCUDO PARA ACTOS PROTOCOLARIOS.,26/06/2014,"544,50 €",1,91200,226010
2014.0001958,"HNAS. BORDONAU, C.B.",SUMINISTRO BOLSAS PAPEL PARA ACTOS PROTOCOLARIOS.,26/06/2014,"107,69 €",1,91200,226010
2014.0001964,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,REPORTAJES FOTOGRAFICOS ACTOS PROTOCOLARIOS FIESTAS DE LA MAGDALENA.,26/06/2014,"701,80 €",1,91200,226991
2014.0002010,INSTALACIONES TURISTICAS COSTERAS SA,04/04/14. ALOJAMIENTO CON MOTIVO FIESTAS DE LA MAGDALENA.,29/05/2014,"60,00 €",1,91200,226991
2014.0002071,"CORONAS CASTELLON, S.L.",01/12/13. CORONAS DE FLORES.,29/05/2014,"340,01 €",1,91200,226990
2014.0002072,"CORONAS CASTELLON, S.L.",20/01/14. RAMOS DE FLORES POR NACIMIENTO.,29/05/2014,"88,40 €",1,91200,226990
2014.0002073,"CORONAS CASTELLON, S.L.","DEL 12 AL 26/02/14. RAMOS DE FLORES PARA CENTENARIA, NACIMIENTOS Y REINAS DE LAS FIESTAS.",29/05/2014,"170,01 €",1,91201,226990
2014.0002073,"CORONAS CASTELLON, S.L.","DEL 12 AL 26/02/14. RAMOS DE FLORES PARA CENTENARIA, NACIMIENTOS Y REINAS DE LAS FIESTAS.",29/05/2014,"170,01 €",1,91201,226990
2014.0002074,"CORONAS CASTELLON, S.L.","DEL 03 AL 29/03/14. RAMOS DE FLORES PARA NACIMIENTOS, CORONAS Y OFRENDA DE FLORES.",29/05/2014,"3.716,12 €",1,91201,226990
2014.0002074,"CORONAS CASTELLON, S.L.","DEL 03 AL 29/03/14. RAMOS DE FLORES PARA NACIMIENTOS, CORONAS Y OFRENDA DE FLORES.",29/05/2014,"3.716,12 €",1,91201,226990
2014.0002156,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/08/13. REFRIGERIO JORNADA PREVENCIÓN OLA DE CALOR PERSONAS MAYORES.,31/07/2014,"112,50 €",1,91200,226990
2014.0002187,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,REPORTAJES FOTOGRAFICOS RECEPCIÓN BANDAS DE MUSICA Y RECEPCIÓN REINAS DE LOS PUEBLOS DE LA PROVINCIA.,20/06/2014,"1.149,50 €",1,91200,226991
2014.0002192,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,REPORTAJES FOTOGRAFICOS MAGDALENA VITOL,11/06/2014,"1.430,22 €",1,91200,226991
2014.0002197,"VIVAS RAPALO, S.A.",29/03/14. CENA DE LAS REINAS DE LAS FIESTAS DE LA PROVINCIA Y DELEGACIONES..,20/06/2014,"4.126,00 €",1,91200,226991
2014.0002299,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL/14. PRENSA PARA ALCALDÍA.,26/06/2014,"244,39 €",1,91200,22001
2014.0002399,HOTELES ORANGE SA,"VINO DE HONOR NOMBRAMIENTO DE LOS REPRESENTANTES DE ""CLAVARIO"" Y ""PEROT"" DENTRO DE LAS FIESTAS DEL II AÑO MARIANO.",26/06/2014,"1.546,17 €",1,91200,226991
2014.0002553,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL/14. TRABAJOS FOTOGRAFICOS ACTOS PROTOCOLARIOS.,26/06/2014,"1.355,20 €",1,91200,226990
2014.0002658,"MERCERIA ELIAS, S.L.",06/05/14. BANDA REINA SANTA RITA 2014.,20/06/2014,"104,18 €",1,91200,226990
2014.0002773,VALLS MIRALLES SLU,16/05/14. SERVICIO CATERING CON MOTIVO DEL NOMBRAMIENTO DE LA REINA DE SANTA RITA.,25/09/2014,"115,00 €",1,91200,226990
2014.0002982,VALLS MIRALLES SLU,"05/06/14. SERVICIO CATERING CON MOTIVO DEL ACTO ""VII SIMPOSIO DE PROFESORES UNIVERSITARIOS DE CREATIVIDAD PUBLICITARIA"".",02/07/2014,"295,00 €",1,91200,226990
2014.0002996,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO/14. PRENSA PARA ALCALDIA.,16/07/2014,"267,39 €",1,91200,22001
2014.0002999,VALLS MIRALLES SLU,25/05/14. SERVICIO CATERING A BRIGADAS CON MOTIVO DE LA JORNADA ELECTORAL.,02/07/2014,"119,57 €",1,91200,226990
2014.0003085,"CORONAS CASTELLON, S.L.",2 Y 9/05/14. CORONA FLORES MIQUEL SOLER Y CENTRO FLORES NACIMIENTO.,30/07/2014,"270,00 €",1,91200,226990
2014.0003114,"CORONAS CASTELLON, S.L.",25/04/14. RAMO DE FLORES PARA CENTENARIA.,30/07/2014,"40,00 €",1,91200,226990
2014.0003172,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO/14. REPORTAJES FOTOGRÁFICOS ACTOS PROTOCOLARIOS.,16/07/2014,"1.439,90 €",1,91200,226990
2014.0003176,"CELEBRITY GASTRONOMICA,SL",RECEPCIÓN PRESENTACIÓN REINA SANTA RITA.,16/07/2014,"250,00 €",1,91200,226990
2014.0003182,MEDIOS DE AZAHAR SA,02/05/14. INSERCIÓN S/ESQUELA MIQUEL SOLER.,30/07/2014,"1.197,90 €",1,91200,226990
2014.0003288,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA.,31/07/2014,"2.670,91 €",1,91200,226011
2014.0003289,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA.,31/07/2014,"2.670,91 €",1,91200,226011
2014.0003290,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA.,31/07/2014,"2.670,91 €",1,91200,226011
2014.0003410,PROMOCIONES Y EDICIONES CULTURALES SA,2/05/14. INSERCIÓN ESQUELA MIGUEL SOLER.,14/08/2014,"1.231,78 €",1,91200,226990
2014.0003556,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/14. PRENSA PARA ALCALDIA.,14/08/2014,"258,29 €",1,91200,22001
2014.0003559,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,20/05/14. COMIDA SANTA RITA JUBILADOS.,14/08/2014,"600,00 €",1,91200,226990
2014.0003571,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 1 AL 16/07/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA.,31/07/2014,"1.331,00 €",1,91200,226011
2014.0003722,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/06/14. INVITACIÓN A ARTISTAS COLABORADORES EN EL LIBRO ""CRÓNICA DE CASTELLÓN""",03/10/2014,"255,80 €",1,91200,226990
2014.0004027,MEDITERRANEO HOLIDAYS SL,15/07/14. BILLETE DE TREN A FAVOR DE CARMEN QUEROL Y MIGUEL SILVESTRE A MADRID.,03/10/2014,"241,60 €",1,91200,226990
2014.0004050,MEDITERRANEO HOLIDAYS SL,10/06/14. BILLETES DE TREN JUAN JOSÉ PÉREZ MACIÁN CON MOTIVO DE LA REUNIÓN CELEBRADA EN MADRID.,03/10/2014,"121,70 €",1,91200,226990
2014.0004173,RESTAURANTE BRISAMAR GRUP BETXI SL,17/06/14. ABASTECIMIENTO PARA EL VIAJE A COLUMBRETES DE LOS MIEMBROS DEL COMITÉ DE LA RED DE CIUDADES POR EL CLIMA.,03/10/2014,"109,56 €",1,91200,226990
2014.0004256,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/14. PRENSA PARA ALCALDIA.,03/10/2014,"302,10 €",1,91200,22001
2014.0004337,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/14. REPORTAJES FOTOGRÁFICOS ACTOS PROTOCOLARIOS.,03/10/2014,"1.466,52 €",1,91200,226990
2014.0004362,"NELOS'S SERVICIOS GASTRONOMICOS, S.L.",COMIDA AULAS 3ª EDAD.,13/11/2014,"84,00 €",1,91200,226990
2014.0004457,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AGOSTO/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA.,30/10/2014,"4.033,34 €",1,91200,226011
2014.0004595,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE-OCTUBRE/13. TRABAJOS DE ARCHIVO FOTOGRAFICO ACTOS INSTITUCIONALES.,18/12/2014,"1.633,50 €",1,91200,226990
2014.0004650,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AGOSTO/14. REPORTAJES FOTOGRAFICOS ACTOS PROTOCOLARIOS.,29/12/2014,"665,50 €",1,91200,226990
2014.0004671,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 17 AL 31/07/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA.,30/10/2014,"1.331,00 €",1,91200,226011
2014.0004673,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA.,30/10/2014,"4.033,34 €",1,91200,226011
