#ORG.,PROG.,ECON.,DESCRIPCION, CREDITOS             INICIALES,MODIFIC.,    CREDITOS             DEFINITIVOS, OBLIGACIONES       RECONOCIDAS
5.0,33300.0,16000.0,PLANETARIO.-SEGURIDAD SOCIAL,59680.4,-17840.48,41839.92,41050.0
5.0,33300.0,21200.0,PLANETARIO.- MANTENIMIENTO EDIFICIO,8000.0,,8000.0,277.31
,33300.0,2120012.0,PLANETARIO.- MANTENIMIENTO EDIFICIOS (CTA.413),515.75,,515.75,202.97
5.0,33300.0,21300.0,PLANETARIO.- MANTENIMIENTO MAQUINARIA,18000.0,,18000.0,21628.64
5.0,33300.0,22000.0,PLANETARIO - MATERIAL DE OFICINA,,,,45.85
,33300.0,2200012.0,PLANETARIO.- MATERIAL DE OFICINA (CTA.413),193.6,,193.6,
5.0,33300.0,22199.0,PLANETARIO.- SUMINISTROS VARIOS,4400.0,,4400.0,3.5
,33300.0,2219912.0,PLANETARIO.- SUMINISTROS VARIOS (CTA.413),521.04,,521.04,
5.0,33300.0,22602.0,PLANETARIO.- PUBLICIDAD,2000.0,,2000.0,290.4
5.0,33300.0,22606.0,PLANETARIO.- JORNADAS Y CONGRESOS,17320.0,,17320.0,12476.89
5.0,33300.0,22706.0,PLANETARIO.- EXPOSICIONES,8000.0,,8000.0,7554.53
5.0,33300.0,22799.0,PLANETARIO.- PROGRAMAS PLANETARIO,6280.0,,6280.0,4245.84
5.0,33300.0,23101.0,PLANETARIO - INDEM.RAZON SERVICIO LOCOMOCION,,,,291.84
5.0,33300.0,6230013.0,"PLANETARIO.- I.NUEVA MAQUIN.,INST.Y UTILLAJE",,3992.5,3992.5,
5.0,33400.0,12001.0,CULTURA.- SUELDOS DEL GRUPO A2,12906.52,,12906.52,8576.7
5.0,33400.0,12003.0,CULTURA.- SUELDOS DEL GRUPO C1,19769.68,,19769.68,20103.58
5.0,33400.0,12004.0,CULTURA.- SUELDOS DEL GRUPO C2,25135.74,,25135.74,25898.82
5.0,33400.0,12006.0,CULTURA.- TRIENIOS,9802.5,,9802.5,13474.78
5.0,33400.0,12100.0,CULTURA.- COMPLEMENTO DE DESTINO,35401.94,,35401.94,32836.29
5.0,33400.0,12101.0,CULTURA.- COMPLEMENTO ESPECÍFICO,65341.95,,65341.95,67586.68
5.0,33400.0,131.0,CULT.- RETRIB. PERSONAL LABORAL TEMPORAL,7000.0,,7000.0,1651.68
5.0,33400.0,150.0,CULT.- PRODUCTIVIDAD,922.09,,922.09,1089.54
5.0,33400.0,151.0,CULT.- GRATIFICACIONES,599.47,,599.47,85.78
5.0,33400.0,16000.0,CULTURA.- SEGURIDAD SOCIAL,51560.84,2491.8,54052.64,54642.11
5.0,33400.0,20201.0,CULT.- ARRENDAMIENTO TEATRO PRINCIPAL,11560.0,,11560.0,10900.0
5.0,33400.0,21200.0,CULT.- GASTOS DE FUNCIONAMIENTO MUSEO ETNOLOGICO,18000.0,-1148.42,16851.58,6203.54
5.0,33400.0,21500.0,CULT.- MANTEN. Y REPARACIONES PIEZAS ARTISTICAS,6000.0,,6000.0,1148.86
5.0,33400.0,22000.0,CULT. - MATERIAL ORDINARIO NO INVENTARIABLE,,,,234.0
5.0,33400.0,221990.0,CULTURA - SUMINISTROS VARIOS,,,,801.02
5.0,33400.0,226020.0,CULT.- DIFUSION IMAGEN INSTITUCIONAL MEDIOS ESPECI,13000.0,,13000.0,15453.11
5.0,33400.0,226060.0,CULT.- CONFERENCIAS Y CONGRESOS (2.1),5000.0,,5000.0,2750.0
5.0,33400.0,226090.0,CULT.- ACTIVIDADES CULTURALES (2.1),369082.9,,369082.9,323911.46
5.0,33400.0,226091.0,CULT.-PIO.- ACTIVIDADES CULTURALES (2.1),3000.0,,3000.0,
5.0,33400.0,226092.0,CULT.- ACTIVIDADES INSTITUTO ETNOGRAFIA (6.1),18400.0,,18400.0,16934.06
5.0,33400.0,226094.0,CULT.- HABITAT ARTÍSTIC (4.1),26400.0,,26400.0,10226.17
5.0,33400.0,226990.0,CULT.- ORGANIZACIÓN PREMIOS,25200.0,,25200.0,14088.93
5.0,33400.0,227060.0,CULT.- DIFUNDIR EVENTOS INTERES GENERAL,74252.73,,74252.73,73822.14
5.0,33400.0,227061.0,CULT.- EXPOSICIONES CULTURALES (2.1),15000.0,,15000.0,11070.73
5.0,33400.0,227062.0,CULT./PIO.- EXPOSICIONES MUJERES (2.1),1500.0,,1500.0,1037.16
5.0,33400.0,227063.0,CULT.- EDICIONES Y PUBLICACIONES (3.1),67000.0,,67000.0,48693.18
5.0,33400.0,227065.0,CULT.- PUBLICACIONES INSTITUTO DE ETNOGRAFIA,5600.0,,5600.0,4472.0
5.0,33400.0,227990.0,CULT.- DISEÑO GRAFICO IMAGEN CORPORATIVA,33379.31,,33379.31,30395.95
5.0,33400.0,227991.0,CULT.- ESCUELA MUNICIPAL DE TEATRO (4.3),31970.73,,31970.73,28722.78
5.0,33400.0,227992.0,CULT.- CATALOGACION MUSEO ETNOLOGICO (6.2),5000.0,,5000.0,
5.0,33400.0,227994.0,CULT - GESTION TEATRO DEL RAVAL,56506.08,,56506.08,66886.22
5.0,33400.0,227995.0,CULT - DINAMIZACIÓN ESPACIOS URBANOS NATURALES,23482.91,,23482.91,29353.63
5.0,33400.0,46200.0,CERTAMEN FCO.TARREGA(AYTO. BENICASIM),4000.0,,4000.0,4000.0
5.0,33400.0,48100.0,"CULT.- BECS ""HABITAT ARTISTIC""",50000.0,,50000.0,45548.39
5.0,33400.0,48101.0,CULT/PIO.-PREMIO RECUPER.HISTORIA DE LAS MUJERE,1500.0,,1500.0,1500.0
5.0,33400.0,48102.0,CULT.-PREMIOS CIUDAD DE CASTELLON,27600.0,-9000.0,18600.0,18600.0
5.0,33400.0,48106.0,"PREMIS DE LA MAR.""MANEL GARCIA GRAU-MIGUEL PERIS""",1200.0,,1200.0,1200.0
5.0,33400.0,48107.0,"PREMIO CONCURSO CARTELES""DANSES CORONA D'ARA""",300.0,,300.0,300.0
5.0,33400.0,48109.0,CULT.-PREMIO DOLÇAINA Y BANDA CIUTAT,1000.0,,1000.0,1000.0
5.0,33400.0,48900.0,CULT.-APORTACION A LA FUNDACION HUGUET,20000.0,,20000.0,20000.0
5.0,33400.0,48902.0,ENCUENTROS MUSICALES(JOVE ORQUE.SINFONICA CS),9000.0,-7000.0,2000.0,
5.0,33400.0,48904.0,PROGRAMACION CULTURAL  (PROCCSA),79750.0,,79750.0,79750.0
5.0,33400.0,48906.0,GESTION MUSEO DE LA MAR  (PROCCSA),41500.0,,41500.0,41500.0
5.0,33400.0,48907.0,APORT.CONSORCIO MUSEOS COM.VALENCIANA,20000.0,,20000.0,20000.0
5.0,33400.0,48908.0,CATEDRAS EXTRAORD.(CONSERV.SUPERIOR MUSICA),3000.0,,3000.0,3000.0
5.0,33400.0,48909.0,CONVENIO  MARCO UJI,118000.0,,118000.0,118000.0
5.0,33400.0,48911.0,APORTACION FUNDACION ESTUDIOS AVANZADOS,3000.0,,3000.0,3000.0
5.0,33400.0,48913.0,APORTACION FUNDACION ENRIC SOLER Y GODES,6000.0,,6000.0,6000.0
5.0,33400.0,48914.0,APORTACION FUND.UNIVERSIDAD JAUME I-EMPRESA,2500.0,,2500.0,2500.0
5.0,33400.0,48915.0,MASTER  POR LA PAZ (UJI),1000.0,,1000.0,1000.0
5.0,33400.0,48916.0,CULT.- SUBVENCIONES A ASOC.CULTURALES,68230.0,,68230.0,71283.42
5.0,33400.0,48917.0,CULT.-SUBV A MEDIOS DE COMUNICACION ESCRITOS,100000.0,,100000.0,100000.0
5.0,33400.0,48918.0,IMPARTICIÓN DE CURSOS(AS.BELLAS ARTES Y ARTESANIA),15000.0,,15000.0,15000.0
5.0,33400.0,48919.0,IMPARTICION DE CURSOS(AS.ESCUELA ARTES Y OFICIOS),12000.0,,12000.0,12000.0
5.0,33400.0,48920.0,ACTIV.MUSICALES(SOCIEDAD FILARMONICA CASTELLON),15000.0,-10571.58,4428.42,4275.0
5.0,33400.0,48921.0,DIA MUNDIAL DANZA(TERPSICORE),10000.0,,10000.0,10000.0
5.0,33400.0,48922.0,PREMI TARDOR DE POESIA(AS.AMICS DE LA NATURA),10000.0,,10000.0,10000.0
5.0,33400.0,48927.0,CONVENIO ORQUESTA SINFONICA DE CASTELLON,20000.0,,20000.0,20000.0
5.0,33400.0,48929.0,CONVENIO ACTIV.CULTURALES(FUNDACION CAJA CASTELLON,100000.0,-100000.0,,
5.0,33400.0,48930.0,"SUBV.AMICS DE L'OPERA PARA REPRESENT.""RIGOLETTO""",,7000.0,7000.0,7000.0
5.0,33400.0,6250213.0,CULT.- RETABLO CONCATEDRAL DE SANTA MARIA,,,,
5.0,33400.0,76100.0,APORT. ADQ.RETABLO CONCATEDRAL STA.MARIA(DIPUT.CS),,30000.0,30000.0,
5.0,33400.0,78900.0,APORTACION CULMINACION OBRAS SANTA MARIA,15000.0,,15000.0,
5.0,33400.0,78901.0,SUBV.RECONS.CAPILLA COMUNION PARRO.SAGRADA FAMILIA,22000.0,,22000.0,
5.0,33400.0,78902.0,SUBV.REC.CAPILLA COMUNION P.SGDA.FAMILIA (TC 6-13),,22000.0,22000.0,22000.0
5.0,33410.0,22605.0,HERMAN.-  ACTIVIDADES,1280.0,-1280.0,,
5.0,33410.0,48900.0,ACTIV.INTERCAM.CULTURAL(IES LA PLANA),1800.0,,1800.0,1800.0
5.0,33410.0,48901.0,ACTIV.INTERCAMBIO  CULTURAL (IES CAMINAS),1800.0,,1800.0,
5.0,33410.0,48902.0,ACTIV.INTERCAMBIO  CULTURAL (IES RIBALTA),1800.0,,1800.0,1800.0
5.0,33420.0,12000.0,NORM.LING.-SUELDOS DEL GRUPO A1,14677.32,,14677.32,14836.32
5.0,33420.0,12004.0,NORM.LING.-SUELDOS DEL GRUPO C2,8378.58,,8378.58,8064.1
5.0,33420.0,12006.0,NORM.LING.-TRIENIOS,1169.23,,1169.23,1281.5
5.0,33420.0,12100.0,NORM.LING.-COMPLEMENTO DE DESTINO,12664.82,,12664.82,12434.94
5.0,33420.0,12101.0,NORM.LING.-COMPLEMENTO ESPECÍFICO,26403.94,,26403.94,26016.58
5.0,33420.0,150.0,NORM.LINGÜISTICA.- PRODUCTIVIDAD,18.46,,18.46,
5.0,33420.0,151.0,NORM.LINGÜISTICA.- GRATIFICACIONES,24.07,,24.07,
5.0,33420.0,16000.0,NORM.LING.-SEGURIDAD SOCIAL,14425.4,2161.66,16587.06,16272.35
5.0,33420.0,22001.0,NORM.LINGÜISTICA.- LIBROS,150.0,,150.0,143.1
6.0,33430.0,226050.0,ERMITAS.- DINAMIZACION ERMITAS,15500.0,,15500.0,11359.26
6.0,33430.0,226990.0,ERMITAS.-GRATIFICACIONES ERMITAÑOS,4485.0,,4485.0,6071.0
5.0,33500.0,12000.0,B.MÚSICA.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,
5.0,33500.0,12001.0,B.MÚSICA.- SUELDOS DEL GRUPO A2,503354.28,,503354.28,481584.28
5.0,33500.0,12006.0,B.MÚSICA.- TRIENIOS,65032.59,,65032.59,63782.63
5.0,33500.0,12009.0,BANDA MÚSICA.-OTRAS RETRIB.BÁSICAS (I.T.),,,,717.03
5.0,33500.0,12100.0,B.MÚSICA.- COMPLEMENTO DE DESTINO,235979.38,,235979.38,215187.33
5.0,33500.0,12101.0,B.MÚSICA.- COMPLEMENTO ESPECÍFICO,415400.29,,415400.29,397173.17
5.0,33500.0,12103.0,B.MUSICA.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,23095.31
5.0,33500.0,130.0,B.MUSICA.- RETRIBUCIONES P. LABORAL FIJO,345298.82,,345298.82,326335.04
5.0,33500.0,131.0,B.MUSICA.- PERSONAL LABORAL TEMPORAL,40000.0,,40000.0,28665.7
5.0,33500.0,150.0,B.MUSICA.- PRODUCTIVIDAD,461.04,,461.04,4054.76
5.0,33500.0,151.0,B.MUSICA.- GRATIFICACIONES,24.07,,24.07,
5.0,33500.0,16000.0,B.MÚSICA.- SEGURIDAD SOCIAL,302106.59,15222.4,317328.99,362255.79
5.0,33500.0,21500.0,B.MUSICA.- REPARACION DE INSTRUMENTOS,4700.0,,4700.0,569.42
5.0,33500.0,22104.0,B.MUSICA.- ADQUISICIÓN UNIFORMIDAD,3900.0,,3900.0,4374.84
5.0,33500.0,22199.0,B.MUSICA.- ADQUISICIÓN MATERIAL MUSICAL,1700.0,,1700.0,2259.28
5.0,33500.0,22300.0,B.MUSICA.-  TRANSPORTE DE ENSERES,2000.0,,2000.0,
5.0,33500.0,22602.0,B.MUSICA.- PUBLICIDAD,3400.0,,3400.0,170.61
5.0,33500.0,226990.0,B.MUSICA - OTROS GASTOS DIVERSOS,,,,4648.07
5.0,33500.0,22799.0,B.MUSICA.- CONTRATACIONES EXTERNAS BANDA,8040.0,,8040.0,10800.95
5.0,33700.0,12000.0,JUVENTUD.- SUELDOS DEL GRUPO A1,14677.32,,14677.32,12324.97
5.0,33700.0,12001.0,JUVENTUD.- SUELDOS DEL GRUPO A2,25813.04,,25813.04,26183.05
5.0,33700.0,12004.0,JUVENTUD.- SUELDOS DEL GRUPO C2,16757.16,,16757.16,14458.03
5.0,33700.0,12005.0,JUVENTUD.- SUELDOS DEL GRUPO E,7678.58,,7678.58,7840.22
5.0,33700.0,12006.0,JUVENTUD.- TRIENIOS,10306.55,,10306.55,9908.46
5.0,33700.0,12009.0,JUVENTUD.- OTRAS RETRIB.BÁSICAS(I.T.),,,,71.6
5.0,33700.0,12100.0,JUVENTUD.- COMPLEMENTO DE DESTINO,35465.36,,35465.36,32510.23
5.0,33700.0,12101.0,JUVENTUD.- COMPLEMENTO ESPECÍFICO,72041.38,,72041.38,69844.72
5.0,33700.0,12103.0,JUVENTUD.- O.COMPLEM.- (ATRIB.FUN.-I.T.),,,,133.48
5.0,33700.0,150.0,JUVENTUD.- PRODUCTIVIDAD,791.42,,791.42,32.8
5.0,33700.0,151.0,JUVENTUD.- GRATIFICACIONES,24.07,,24.07,
5.0,33700.0,16000.0,JUVENTUD.- SEGURIDAD SOCIAL,48817.88,1590.19,50408.07,49217.7
5.0,33700.0,16205.0,JUVENTUD.- SEGUROS BECAS BRUSELAS (2.8),500.0,,500.0,59.93
5.0,33700.0,226021.0,JUVENTUD.- PUBLICIDAD ACTIVIDADES (1.1),6000.0,,6000.0,5792.03
5.0,33700.0,226050.0,JUVENTUD.- ACTIVIDADES CULTURALES (3.6),7000.0,,7000.0,15228.05
5.0,33700.0,226051.0,JUVENTUD.- PLAN MUNICIPAL DE JUVENTUD (5.1),6000.0,,6000.0,4450.22
5.0,33700.0,226052.0,JUVENTUD.- ACTIVIDADES JUVENILES (4.2),3000.0,,3000.0,
5.0,33700.0,226990.0,JUVENTUD.- GASTOS BECAS BRUSELAS (2.6),300.0,,300.0,187.61
5.0,33700.0,226991.0,JUVENTUD.- PROGRAMA ANTENAS INFORMATIVAS (4.4),3000.0,,3000.0,2799.65
5.0,33700.0,226992.0,JUVENTUD.- GASTOS DIVERSOS (3.6),2000.0,,2000.0,984.2
5.0,33700.0,227060.0,JUVENTUD/PIO.- ASESOR. AFECTIVIDAD Y SEXUALID (1.2,500.0,,500.0,
5.0,33700.0,227061.0,JUVENTUD.- ASESORIA AFECTIVIDAD Y SEXUALIDAD (1.2),10500.0,,10500.0,7953.0
5.0,33700.0,227990.0,JUVENTUD.- FORMACION Y ORIENTACION LABORAL (2.1),10000.0,,10000.0,9880.0
5.0,33700.0,227991.0,JUVENTUD.- TALLERES DE OCIO (2.9),36487.0,,36487.0,36233.65
5.0,33700.0,2279910.0,JUVENTUD.- DIVERTILANDIA (3.2),57900.0,,57900.0,54891.0
5.0,33700.0,2279911.0,JUVENTUD-PIO.- DIVERTILANDIA (3.2),2100.0,,2100.0,2100.0
5.0,33700.0,2279912.0,JUVENTUD.- CARNAVAL (3.3),30000.0,,30000.0,29660.73
5.0,33700.0,2279913.0,JUVENTUD.- CINE AL AIRE LIBRE (3.5),12500.0,,12500.0,12449.99
5.0,33700.0,2279914.0,JUVENTUD.- CASTELLON EN VIVO (4.1),5000.0,,5000.0,4999.72
5.0,33700.0,2279916.0,JUVENTUD.- GESTION DE LOCALES DE ENSAYO (3.4),33611.1,,33611.1,20460.0
5.0,33700.0,2279917.0,JUVENTUD.- PROGRAMA OCIO ALTERNATIVO (2.5),67491.23,,67491.23,48192.57
5.0,33700.0,2279919.0,JUVENTUD.- ACTIVID CENTRO POLIFUNCIONAL GAO (2.10),4000.0,,4000.0,
5.0,33700.0,2279920.0,JUVENTUD.- GESTION INFORMACION SOBRE EMPLEO (2.3),15000.0,,15000.0,
5.0,33700.0,227995.0,JUVENTUD.- CURSOS FORMATIVOS DE ANIMACION (2.3),10000.0,,10000.0,9200.0
5.0,33700.0,227997.0,JUVENTUD.- GEST.AULAS MUNICIPALES INFORMATICA (2.2,64409.18,,64409.18,67220.3
5.0,33700.0,227999.0,JUVENTUD.- CONCIERTOS Y FESTIVALES (3.1),1000.0,,1000.0,
5.0,33700.0,48100.0,JUVENTUD.- PREMIOS CONCURSOS (4.1),11200.0,,11200.0,9650.0
5.0,33700.0,48101.0,JUVENTUD.- BECA OFICINA BRUSELAS (2.8),6000.0,,6000.0,7000.0
5.0,33700.0,48102.0,JUVENTUD/PIO.-PREMIOS CORTOMETRAJE IGUALDAD (4.1),500.0,,500.0,500.0
5.0,33700.0,48103.0,PREMIOS  EN METALICO JOVEN EMPRENDEDOR,1000.0,,1000.0,1000.0
5.0,33700.0,48104.0,JUVENTUD.- BECAS DE PRACTICAS FORMATIVAS,3000.0,,3000.0,500.0
5.0,33700.0,48900.0,JUVENTUD.- SUBVENCIONES AS.JUVENILES,6000.0,,6000.0,6000.0
5.0,33800.0,41000.0,"APORT.""FUNDACION MUNICIPAL FIESTAS""",1277400.0,,1277400.0,1277400.0
6.0,33800.0,62200.0,"CONSTRUCCIÓN ""PALAU DE LA FESTA""",75000.0,,75000.0,
5.0,34100.0,41000.0,"APORTACION ""PATRONATO MUNICIPAL DEPORTES""",4260000.0,,4260000.0,4260000.0
5.0,34100.0,48900.0,SUBV. CLUB DE FUTBOL SAN PEDRO,8772.3,,8772.3,8772.3
6.0,34200.0,62200.0,INST.DEP.-CIUDAD DEL DEPORTE (CONVENIO DIPUTACION),250000.0,,250000.0,
6.0,34200.0,6220013.0,INST.DEP.-CIUDAD DEL DEPORTE,,,,
6.0,34200.0,62202.0,REMOD.INST.DEPORTIVAS GAETA HUGUET(ANUALIDAD 2013),1811561.51,,1811561.51,1279091.36
6.0,34200.0,6220213.0,REMOD.INST.DEPORTIVAS GAETA HUGUET(ANUALIDAD 2012),,42000.0,42000.0,42000.0
4.0,43100.0,220000.0,COMERCIO.- MATERIAL DE OFICINA PARA INFORMACION,2799.2,,2799.2,1600.0
4.0,43100.0,2260510.0,COMERCIO.- FERIA DEL CHOCOLATE (3.7),3800.0,,3800.0,3800.0
4.0,43100.0,2260511.0,COMERCIO.- CAMPAÑAS A PROPUESTA DE COMERCIANTES,7000.0,,7000.0,6997.55
4.0,43100.0,2260512.0,COMERCIO.- PROMOCION ZONAS AUCO (7.1),6000.0,,6000.0,6000.0
4.0,43100.0,226052.0,COMERCIO.- CAMPAÑA NAVIDEÑA (2.3),8000.0,,8000.0,7999.31
4.0,43100.0,226054.0,COMERCIO.- CAMPAÑA PROMOCION MERCADOS (2.5),7000.0,,7000.0,7000.0
4.0,43100.0,226055.0,COMERCIO.- MODA EN LA CALLE (3.1),20000.0,,20000.0,18094.5
4.0,43100.0,226056.0,COMERCIO.- CAMPAÑAS DESTINADAS COMERCIO URBANO,7000.0,,7000.0,6844.15
4.0,43100.0,226057.0,COMERCIO.- GALA DE COMERCIO (3.3),6000.0,,6000.0,5184.85
4.0,43100.0,226058.0,COMERCIO.- FERIA DE LA BODA,5000.0,,5000.0,5000.0
4.0,43100.0,226059.0,COMERCIO.- MOTOROCASION (3.6),5000.0,,5000.0,5000.0
4.0,43100.0,22606.0,COMERCIO.-JORNADAS COMERCIO,,,,3493.27
4.0,43100.0,226060.0,COMERCIO.- FORMACIÓN EN E-COMMERCE,10000.0,,10000.0,10000.0
4.0,43100.0,226991.0,COMERCIO.- ASISTENCIA JORNADAS SOBRE COMERCIO (6.1,5000.0,,5000.0,
4.0,43100.0,227062.0,COMERCIO.- PLAN ACCION COMERCIAL,44400.0,,44400.0,39327.12
4.0,43100.0,48100.0,COMERCIO.-PREMIO ESCAPARATISMO MAGDALENA,500.0,,500.0,481.01
4.0,43100.0,48101.0,COMERCIO.- PREMIOS CONCURSO VILLANCICOS,3000.0,,3000.0,700.0
4.0,43100.0,48901.0,"CAMPAÑAS COMERCIALES(CENTRE CIUTAT CASTELLO,S.A)",18000.0,,18000.0,18000.0
5.0,43200.0,41000.0,APORTACION  PATRONATO DE TURISMO,968130.0,30000.0,998130.0,998130.0
6.0,43210.0,22500.0,PLAYAS.- TASA 065 Y SANCIONES,10000.0,,10000.0,3822.11
6.0,44100.0,22602.0,TRANS.PUBLICO.- PUBLIC.SEMANA MOVILIDAD Y DIA SIN,12000.0,,12000.0,7451.28
6.0,44100.0,227990.0,TRANS.PUBLICO.- BICICAS MATENIMIENTO FASE IV (2.3),507178.12,,507178.12,495646.93
6.0,44100.0,227991.0,TRANS.PUBLICO.- TRANSPORTE PUBLICO URBANO (2.2),4248142.69,,4248142.69,4186790.87
6.0,44100.0,62400.0,TRANS.PUBLICO.- ADQUISICIÓN BICICLETAS,36935.35,,36935.35,21588.23
4.0,49300.0,12003.0,INF.CONSUM.- SUELDOS DEL GRUPO C1,39539.36,,39539.36,40724.12
4.0,49300.0,12004.0,INF.CONSUM.- SUELDOS DEL GRUPO C2,33514.32,,33514.32,28626.49
4.0,49300.0,12005.0,INF.CONSUM.- SUELDOS DEL GRUPO E,7678.58,,7678.58,123.85
4.0,49300.0,12006.0,INF.CONSUM.- TRIENIOS,13294.52,,13294.52,15075.01
4.0,49300.0,12009.0,INF.CONSUMIDOR.- OTRAS RETRIB.BÁSICAS (I.T.),,,,1478.04
4.0,49300.0,12100.0,INF.CONSUM.- COMPLEMENTO DE DESTINO,49924.14,,49924.14,41588.61
4.0,49300.0,12101.0,INF.CONSUM.- COMPLEMENTO ESPECÍFICO,89948.48,,89948.48,80304.25
4.0,49300.0,12103.0,INF.CONSUM.-OTROS COMPLEMENTOS(ATR.FUN.I.T.),,,,4389.73
4.0,49300.0,150.0,INF.CONSUM.- PRODUCTIVIDAD,1903.68,,1903.68,731.5
4.0,49300.0,151.0,INF.CONSUM.- GRATIFICACIONES,24.07,,24.07,
4.0,49300.0,16000.0,INF.CONSUM.- SEGURIDAD SOCIAL,69984.4,-908.69,69075.71,66809.74
4.0,49310.0,226020.0,AULA CONSUMO.- PROMOCION AULA CONSUMO (1.3),4320.0,,4320.0,
4.0,49310.0,226060.0,AULA CONSUMO.- CURSOS DEL AULA CONSUMO (1.2),17280.0,,17280.0,3000.0
4.0,49320.0,20200.0,CONSUMO.- ARRENDAMIENTO INMUEBLES,46833.16,,46833.16,41656.2
4.0,49320.0,226022.0,CONSUMO.- CAMPAÑA INFORMATIVA TEMAS JUVENTUD,3000.0,,3000.0,3000.0
4.0,49320.0,226051.0,CONSUMO.- DIA MUNDIAL DERECHOS CONSUMIDOR (3.2),7000.0,,7000.0,2541.0
4.0,49320.0,226053.0,CONSUMO.- PROMOCION PRODUCTOS PESQUEROS CCVV,10000.0,,10000.0,9998.91
4.0,49320.0,226060.0,CONSUMO.- JORNADAS MONOGRAFICAS SOBRE CONSUMO,6000.0,,6000.0,5983.45
4.0,49320.0,226061.0,CONSUMO.- JORNADAS,7500.0,,7500.0,2999.59
4.0,49320.0,227060.0,CONSUMO.- EDICION REVISTA ANUAL DEL CONSUMIDOR,6400.0,,6400.0,
4.0,49320.0,48100.0,CONSUMO.-PREMIO DIA MUNDIAL DERECHOS CONSUMIDOR,1000.0,,1000.0,1000.0
4.0,49330.0,226050.0,J.A.C.- CAMPAÑA DE ADHESION A LA J.A.C. (3.1),6600.0,,6600.0,
4.0,49330.0,226060.0,J.A.C.- JORNADAS SOBRE J.A.C. (3.2),3200.0,,3200.0,3127.85
1.0,91200.0,10000.0,ORG.GOB.- (CORPORACIÓN).-DEDICACIONES,867154.92,,867154.92,844413.96
1.0,91200.0,11000.0,ORG.GOB.(PERS.EVENTUAL).- REMUNERACIONES,152515.44,,152515.44,517499.58
1.0,91200.0,11001.0,ORG.GOB.(PERS.EVENTUAL).- OTRAS REMUNERAC.,484146.0,,484146.0,106058.52
1.0,91200.0,12000.0,ORG. GOB.- SUELDOS DEL GRP. A1 (PROTOCOLO),6685.85,,6685.85,
1.0,91200.0,12004.0,ORG.GOB.-SUELDOS DEL GRP.C2(FOTOGRAFO/A),8378.58,,8378.58,8715.45
1.0,91200.0,12006.0,ORG.GOB. (FOTOGRAFO/A).-TRIENIOS,2029.86,,2029.86,2022.7
1.0,91200.0,12100.0,ORG.GOB.(FOTOG./PROT.).- COMPLEMENTO DE DESTINO,10181.73,,10181.73,5527.06
1.0,91200.0,12101.0,ORG.GOB.(FOTOG./PROT.).- COMPLEMENTO ESPECÍFICO,29307.06,,29307.06,12647.32
1.0,91200.0,150.0,ORG.GOB. (PERS.EVENT./FOT./PROT).- PRODUCTIVIDAD,922.09,,922.09,
1.0,91200.0,151.0,ORG.GOB. (PERS.EVENT./FOT./PROT).- GRATIFICACIONES,1655.56,,1655.56,
1.0,91200.0,16000.0,ORG.GOB.(CORP./P.EVENT./FOT./PROT.).- SEG. SOCIAL,1296567.23,-826097.51,470469.72,303114.36
1.0,91200.0,16200.0,ORG. GOBIERNO.- FORMACION EXTERNA,1000.0,,1000.0,
1.0,91200.0,20400.0,ORG. GOBIERNO.- RENTING VEHICULOS,28806.36,,28806.36,25349.67
1.0,91200.0,22001.0,"ORG. GOBIERNO.- PRENSA REVISTAS, LIBROS Y OTRAS",3000.0,,3000.0,4234.33
1.0,91200.0,226010.0,ORG. GOBIERNO.- ATENCIONES PROTOCOLARIAS,7600.0,,7600.0,1255.11
1.0,91200.0,226011.0,ORG. GOBIERNO.- SERVICIO DE PROTOCOLO,21367.28,,21367.28,32050.87
1.0,91200.0,22602.0,ORG. GOBIERNO.- COMUNICACION,363352.46,123045.1,486397.56,490690.97
1.0,91200.0,226021.0,ORG.GOBIERNO.- GASTOS DIVERSOS FIESTAS,,,,177513.63
1.0,91200.0,226990.0,ORG. GOBIERNO.- GASTOS DIVERSOS,360352.46,-36000.0,324352.46,87332.26
1.0,91200.0,23000.0,ORG. GOBIERNO.- DIETAS DE CARGOS ELECTOS,640.0,,640.0,
1.0,91200.0,23001.0,ORG. GOBIERNO.- DIETAS PERSONAL EVENTUAL,640.0,,640.0,212.52
1.0,91200.0,23100.0,ORG. GOBIERNO.- LOCOMOCION,6400.0,,6400.0,238.98
1.0,91200.0,48900.0,ORG. GOBIERNO.- SUBVENCIONES A GRUPOS POLITICOS,73178.12,,73178.12,73178.12
1.0,91200.0,48901.0,APORTACIONES A FEMP-FVMP,50000.0,,50000.0,49283.49
1.0,91200.0,48902.0,APORTACION MUNICIPAL ADCOMUNICA,400.0,,400.0,400.0
1.0,91200.0,48903.0,ORG.GOB. - APORTACIÓN COMITE ESPAÑOL ILUMINACIÓN,440.0,,440.0,440.0
1.0,91200.0,48904.0,ORG.GOB.- AECIPE,1500.0,,1500.0,1200.0
1.0,91201.0,22699.0,REL.INST.- PROYECTOS EUROPEOS,10000.0,11125.0,21125.0,13574.51
1.0,91201.0,45200.0,REL.INST.-CONVENIO FUND.CCVV-REGION EUROPEA,22000.0,-8800.0,13200.0,13200.0
