Factura,Nombre o razón social (Tercero),Descripción,Fecha contabilización,Importe factura,Orgánica,Programa,Económica
2019.0000871,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO CTRA ALCORA KM, 9 51-A CON DESTINO AVV VENTA NOVA",22/02/2019,"529,31 €",3,92400,20200
2019.0001776,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO CTRA ALCORA KM, 9 51-A CON DESTINO AVV VENTA NOVA",05/04/2019,"529,31 €",3,92400,20200
2019.0002637,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CTRA ALCORA KM, 9 51-A CON DESTINO AVV VENTA NOVA",10/05/2019,"529,31 €",3,92400,20200
2019.0001039,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,25/11/18 A 23/12/18 GASTOS LUZ ARRENDAMIENTO LOCAL SITO EN PL PESCADERIA 8 BIS 1º CON DESTINO A AS.MUJERES EN IGUALDAD.,04/03/2019,"24,93 €",3,92400,20200
2019.0003066,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO CL PESCADERIA, 8 BIS 1º DRCHA CON DESTINO ASOC MUJERES POR LA IGUALDAD",17/05/2019,"376,51 €",3,92400,20200
2019.0003454,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 18/02/19 AL 19/03/19 GASTOS LUZ ARRENDAMIENTO LOCAL SITO EN PL PESCADERIA 8 BIS 1º CON DESTINO A AS.MUJERES EN IGUALDAD.,23/05/2019,"25,91 €",3,92400,20200
2019.0001986,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 23/12/18 AL 26/01/19 GASTOS LUZ Y COMUNIDAD DE PROPIETARIOS PRIMER TRIMESTRE 2019. ARRENDAMIENTO LOCAL SITO EN PL PESCADERIA 8 BIS 1º CON DESTINO A AS.MUJERES EN IGUALDAD.,15/04/2019,"265,09 €",3,92400,20200
2019.0002695,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 26/01/19 AL 18/02/19 GASTOS LUZ ARRENDAMIENTO LOCAL SITO EN PL PESCADERIA 8 BIS 1º CON DESTINO A AS.MUJERES EN IGUALDAD.,13/05/2019,"21,02 €",3,92400,20200
2018.0008884,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"376,51 €",3,92400,20200
2019.0000865,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO CL PESCADERIA, 8 BIS 1º DRCHA CON DESTINO ASOC MUJERES POR LA IGUALDAD",22/02/2019,"376,51 €",3,92400,20200
2019.0001756,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO CL PESCADERIA, 8 BIS 1º DRCHA CON DESTINO ASOC MUJERES POR LA IGUALDAD",05/04/2019,"376,51 €",3,92400,20200
2019.0002597,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CL PESCADERIA, 8 BIS 1º DRCHA CON DESTINO ASOC MUJERES POR LA IGUALDAD",10/05/2019,"376,51 €",3,92400,20200
2019.0000836,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"596,45 €",5,23100,20200
2019.0000876,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO AVDA. TOMBATOSSALS, 56 CON DESTINO CENTRO 3º EDAD SAN JUAN BAUTISTA",22/02/2019,"596,45 €",5,23100,20200
2019.0001779,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO AVDA. TOMBATOSSALS, 56 CON DESTINO CENTRO 3º EDAD SAN JUAN BAUTISTA",05/04/2019,"596,45 €",5,23100,20200
2019.0000939,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"NOVIEMBRE 2018
ARRENDAMIENTO LOCAL SITO AVDA. TOMBATOSSALS, 56 CON DESTINO CENTRO 3º EDAD SAN JUAN BAUTISTA",21/03/2019,"596,45 €",5,23100,20200
2019.0003069,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO CL HISTORIADOR ESCOLANO, 28 CON CENTR. SERV. SOCIALES URBAN",17/05/2019,"2.056,63 €",5,23100,20200
2018.0008899,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"2.056,63 €",5,23100,20200
2019.000087,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO CL HISTORIADOR ESCOLANO, 28 CON CENTR. SERV. SOCIALES URBAN",22/02/2019,"2.056,63 €",5,23100,20200
2019.0001774,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO CL HISTORIADOR ESCOLANO, 28 CON CENTR. SERV. SOCIALES URBAN",05/04/2019,"2.056,63 €",5,23100,20200
2019.000263,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CL HISTORIADOR ESCOLANO, 28 CON CENTR. SERV. SOCIALES URBAN",10/05/2019,"2.056,63 €",5,23100,20200
2019.0003079,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO CL LEPANTO, 42,2,2 CON DESTINO VIVIENDA",17/05/2019,"344,23 €",5,23100,20200
2018.0008882,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"339,14 €",5,23100,20200
2019.0000879,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO CL LEPANTO, 42,2,2 CON DESTINO VIVIENDA",22/02/2019,"339,14 €",5,23100,20200
2019.0003077,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO CL LEPANTO, 42,2,2 CON DESTINO VIVIENDA",17/05/2019,"344,23 €",5,23100,20200
2019.0003078,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CL LEPANTO, 42,2,2 CON DESTINO VIVIENDA",17/05/2019,"344,23 €",5,23100,20200
2019.0003125,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO CL CHILCHES, 5 CON DESTINO AVV SAN ENRIQUE Y BARTOLOME",17/05/2019,"438,96 €",3,92400,20200
2018.0008853,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"438,96 €",3,92400,20200
2019.0000882,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO CL CHILCHES, 5 CON DESTINO AVV SAN ENRIQUE Y BARTOLOME",22/02/2019,"438,96 €",3,92400,20200
2019.0001785,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO CL CHILCHES, 5 CON DESTINO AVV SAN ENRIQUE Y BARTOLOME",05/04/2019,"438,96 €",3,92400,20200
2019.0002713,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CL CHILCHES, 5 CON DESTINO AVV SAN ENRIQUE Y BARTOLOME",10/05/2019,"438,96 €",3,92400,20200
2019.0001037,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,1º TRIMESTRE GASTOS CDAD ARRENDAMIENTO LOCAL SITO EN C/ MAYOR 100-1º PLANTA.LOCALES Nº6 Y 7 CON DESTINO A AS.DE JUBILADOS Y PENSIONISTAS.,04/03/2019,"336,94 €",5,23100,20200
2019.0003124,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO CL MAYOR, 100 CON DESTINO ASOC. JUB. Y PENS. CONSEJO FED. LOCAL",17/05/2019,"895,24 €",5,23100,20200
2018.0008863,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"895,24 €",5,23100,20200
2019.0000881,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO CL MAYOR, 100 CON DESTINO ASOC. JUB. Y PENS. CONSEJO FED. LOCAL",22/02/2019,"895,24 €",5,23100,20200
2019.0001783,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO CL MAYOR, 100 CON DESTINO ASOC. JUB. Y PENS. CONSEJO FED. LOCAL",05/04/2019,"895,24 €",5,23100,20200
2019.00027,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CL MAYOR, 100 CON DESTINO ASOC. JUB. Y PENS. CONSEJO FED. LOCAL",10/05/2019,"895,24 €",5,23100,20200
2019.0003455,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEGUNDO TRIMESTRE 2019 GASTOS CDAD ARRENDAMIENTO LOCAL SITO EN C/ MAYOR 100-1º PLANTA.LOCALES Nº6 Y 7 CON DESTINO A AS.DE JUBILADOS Y PENSIONISTAS.,23/05/2019,"336,94 €",5,23100,20200
2018.0008773,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,19/07/2018 AL 21/10/2018 GASTOS IBERDROLA Y DE JUL A DIC 2018 GASTOS FACSA ARRENDAMIENTO LOCAL SITO EN C/ ENSEÑANZA 9 CON DESTINO A A.VV DE LA ZONA CENTRO.,28/02/2019,"196,49 €",3,92400,20200
2019.0003052,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO CL ENSEÑANZA, 9 CON DESTINO AVV CENTRO",17/05/2019,"968,47 €",3,92400,20200
2019.0003457,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 21/01/2019 AL 19/03/19 GASTOS LUZ Y DE ENERO A MARZO 2019 GASTOS AGUA ARRENDAMIENTO LOCAL SITO EN C/ ENSEÑANZA 9 CON DESTINO A A.VV DE LA ZONA CENTRO.,23/05/2019,"144,40 €",3,92400,20200
2018.0008891,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"968,47 €",3,92400,20200
2019.0002527,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019.
ARRENDAMIENTO LOCAL SITO CL ENSEÑANZA, 9 CON DESTINO AVV CENTRO",10/05/2019,"968,47 €",3,92400,20200
2019.0002528,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019.
ARRENDAMIENTO LOCAL SITO CL ENSEÑANZA, 9 CON DESTINO AVV CENTRO",10/05/2019,"968,47 €",3,92400,20200
2019.0003051,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO CL ENSEÑANZA, 9 CON DESTINO AVV CENTRO",17/05/2019,"968,47 €",3,92400,20200
2019.0003132,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO POLIGONO ESTADIO, NAVE 10 CON DESTINO ALMACEN BRIGADAS MUNICIPALES",17/05/2019,"801,14 €",3,92020,20200
2018.0008886,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"801,14 €",3,92020,20200
2019.0000889,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO POLIGONO ESTADIO, NAVE 10 CON DESTINO ALMACEN BRIGADAS MUNICIPALES",22/02/2019,"801,14 €",3,92020,20200
2019.0001791,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO POLIGONO ESTADIO, NAVE 10 CON DESTINO ALMACEN BRIGADAS MUNICIPALES",05/04/2019,"801,14 €",3,92020,20200
2019.0002756,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO POLIGONO ESTADIO, NAVE 10 CON DESTINO ALMACEN BRIGADAS MUNICIPALES",10/05/2019,"801,14 €",3,92020,20200
2018.0008874,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"3.951,29 €",5,23100,20200
2019.000085,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO EN RONDA VINATEA 12 CON DESTINO A AS. ESCLEROSIS MULTIPLE.",22/02/2019,"3.951,29 €",5,23100,20200
2019.000157,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019.
ARRENDAMIENTO LOCAL SITO EN RONDA VINATEA 12 CON DESTINO A AS. ESCLEROSIS MULTIPLE.",05/04/2019,"3.951,29 €",5,23100,20200
2018.0008771,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 2018 ARRENDAMIENTO LOCAL SITO EN PLAZA PAIS VALENCIA 13 1º-2º CON DESTINO VIVIENDA. S/DEC 07/06/18.,22/02/2019,"317,77 €",5,23100,20200
2019.0000849,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO EN PLAZA PAIS VALENCIA 13 1º-2º CON DESTINO VIVIENDA.",22/02/2019,"317,77 €",5,23100,20200
2019.0000838,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019.
ARRENDAMIENTO LOCAL SITO EN PLAZA PAIS VALENCIA 13 1º-2º CON DESTINO VIVIENDA.",22/02/2019,"317,77 €",5,23100,20200
2019.0002526,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019.
ARRENDAMIENTO LOCAL SITO EN PLAZA PAIS VALENCIA 13 1º-2º CON DESTINO VIVIENDA.",10/05/2019,"317,77 €",5,23100,20200
2019.0003127,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO PASEO UNIVERSIDAD, 27-29 CON DESTINO AMBULATORIO UNIVERSITARI",17/05/2019,"2.246,01 €",3,92020,20200
2018.0008892,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"2.246,01 €",3,92020,20200
2019.0000883,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO PASEO UNIVERSIDAD, 27-29 CON DESTINO AMBULATORIO UNIVERSITARI",22/02/2019,"2.246,01 €",3,92020,20200
2019.0001786,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO PASEO UNIVERSIDAD, 27-29 CON DESTINO AMBULATORIO UNIVERSITARI",05/04/2019,"2.246,01 €",3,92020,20200
2019.0002717,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO PASEO UNIVERSIDAD, 27-29 CON DESTINO AMBULATORIO UNIVERSITARI",10/05/2019,"2.246,01 €",3,92020,20200
2019.0003128,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2019
ARRENDAMIENTO LOCAL SITO BUL. BLASCO IBAÑEZ ESQ. FEDERICO AICART CON DESTINO AVV BULEVAR BLASCO IBAÑEZ",17/05/2019,"1.084,40 €",3,92400,20200
2018.0008862,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,'DICIEMBRE 2018    ARRENDAMIENTO LOCALES Y VIVENDAS AL AYUNTAMIENTO,22/02/2019,"1.071,54 €",3,92400,20200
2019.0000885,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ENERO 2019
ARRENDAMIENTO LOCAL SITO BUL. BLASCO IBAÑEZ ESQ. FEDERICO AICART CON DESTINO AVV BULEVAR BLASCO IBAÑEZ",22/02/2019,"1.071,54 €",3,92400,20200
2019.0002718,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"FEBRERO 2019
ARRENDAMIENTO LOCAL SITO BUL. BLASCO IBAÑEZ ESQ. FEDERICO AICART CON DESTINO AVV BULEVAR BLASCO IBAÑEZ",10/05/2019,"1.084,40 €",3,92400,20200
2019.0002719,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"MARZO 2019
ARRENDAMIENTO LOCAL SITO BUL. BLASCO IBAÑEZ ESQ. FEDERICO AICART CON DESTINO AVV BULEVAR BLASCO IBAÑEZ",10/05/2019,"1.084,40 €",3,92400,20200
2019.0000706,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/01/19. CONCIERTO DENTRO DE LA CAMPAÑA XXVII FESTIVAL DE JAZZ A CASTELLÓ.,04/03/2019,"5.445,00 €",4,33400,226090
