#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2013.0000092,"ACUSTICA Y TELECOMUNICACIONES, S.L.","10/12/12. SERVICIO ""ESTUDIO DE EVALUACION AMBIENTAL EN ZONA TASCAS DE CASTELLON""",25/04/2013,"3.630,00 €",6,15125,227060
2013.0006292,SEÑALIZACIONES Y OBRAS FERNANDEZ SL,"IMPRESIÓN PANEL PROMOCIONAL Y COLOCACIÓN DE LA CAMPAÑA DE VOLUNTARIADO PARA LA PLANTACION DE ÁRBOLES ""NACE UN NIÑO, NACE UN ÁRBOL""",30/12/2013,"243,48 €",6,17000,226050
2013.0006293,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUMINISTRO PARAGUAS PARA PROMOCION SOSTENIBILIDAD.,30/12/2013,"554,00 €",6,17000,22000
2013.0006295,SUCRE I FARINA DE CASTELLO SL,"SERVICIO CATERING PARA LA CAMPAÑA ""NACE UN NIÑO, NACE UN ARBOL"", COMPENSACION SEGUN DECRETO FECHA 20-01-2014.",30/12/2013,"220,00 €",6,17000,226050
2013.0006459,J CANET SLU,"OCTUBRE/13. SERVICIO DE RECOGIDA, TRANSPORTE, TRATAMIENTO Y ELIMINACION DE CADAVERES DE ANIMALES EN TERMINO MUNICIPAL. DEC.15-11-12",27/12/2013,"928,25 €",6,17000,227991
2013.0006497,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"TRABAJOS DE CREATIVIDAD, DISEÑO Y PRODUCCIÓN DEL CATÁLOGO CASTELLÓN CIUDAD DE PARQUES.",30/12/2013,"3.426,99 €",6,17000,227060
2013.0006506,ASOC GRUP AU D'ORNITOLOGIA,"DEL 16/09 AL 15/10/13,  CONTROL DE POBLACIONES DE ALGUNAS ESPECIES DE AVIFAUNA URBANA. DEC.21-05-12",27/12/2013,"1.779,11 €",6,17000,227990
2013.0006508,ASOC GRUP AU D'ORNITOLOGIA,"DEL 16/10 AL 15/11/13,  CONTROL DE POBLACIONES DE ALGUNAS ESPECIES DE AVIFAUNA URBANA. DEC.21-05-12",27/12/2013,"1.779,11 €",6,17000,227990
2013.0006556,TRANSPORTES ALEGRE MONFERRER SL,NOVIEMBRE/13. LIMPIEZA Y MANTENIMIENTO DE ACEQUIAS DEL TERMINO MUNICIPAL.,30/12/2013,"5.930,33 €",6,17000,22700
2013.0006594,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"TRABAJOS DE CREATIVIDAD, DISEÑO, PRODUCCIÓN Y GESTIÓN DE LA JORNADAS DE CONTAMINACIÓN ACÚSTICA.",30/12/2013,"4.374,15 €",6,17000,226050
2013.0006635,COOP AGRICOLA SAN ISIDRO CS,SUMINISTROS VARIOS PARA SU USO POR NEG. AGRICULTURA.,30/12/2013,"2.374,75 €",6,17000,221991
2013.0006636,CONFECCIONES LABORALES CASTELLON SL,SUMINISTRO DELANTALES PARA PROMOCIONAR EL MERCAT DE LA TARONJA,30/12/2013,"474,30 €",6,17000,22000
2013.0006637,LA HISPANO DEL CID SA,"09/11/13. SERVICIO DISCRECIONAL DE AUTOBÚS CON MOTIVO DE LA CAMPAÑA - NACE UN NIÑO, NACE UN ARBOL",30/12/2013,"90,00 €",6,17000,227993
2013.0006638,COOP AGRICOLA SAN ISIDRO CS,"SUMINISTRO MATERIAL PARA LA PLANTACIÓN DENTRO DE LA CAMPAÑA DE VOLUNTARIADO NACE UN NIÑO, NACE UN ARBOL",30/12/2013,"664,10 €",6,17000,226050
2013.0006657,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PREMIOS CONCURSO FOTOGRAFIA OCTUBRE ""CALENDARIO NATURAL CASTELLON, EDICION 2013"",S/ACTA 26/11/13",30/12/2013,"100,00 €",6,17000,48100
2013.0006658,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos," PREMIOS CONCURSO FOTOGRAFIA NOVIEMBRE ""CALENDARIO NATURAL CASTELLON, EDICION 2013"", S/ACTA 26/11/13",30/12/2013,"200,00 €",6,17000,48100
2013.0006659,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PREMIO CONCURSO FOTOGRAFIA CATEGORIA OTOÑO ""CALENDARIO NATURAL CASTELLON, EDICION 2013"", S/ACTA 26/11/13",30/12/2013,"100,00 €",6,17000,48100
2013.0006660,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PREMIOS CONCURSO FOTOGRAFIA CATEGORIA OTOÑO  DICIEMBRE ""CALENDARIO NATURAL CASTELLON, EDICION 2013"", S/ACTA 26/11/13",30/12/2013,"100,00 €",6,17000,48100
2013.0006661,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PREMIO AL MEJOR JOVEN FOTOGRAFO ""CALENDARIO NATURAL CASTELLON, EDICION 2013"", S/ACTA 26/11/13",30/12/2013,"200,00 €",6,17000,48100
2013.0006662,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos," PREMIOS CONCURSO FOTOGRAFIA  JULIO ""CALENDARIO NATURAL CASTELLON, EDICION 2013"", S/ACTA 11/10/13",30/12/2013,"100,00 €",6,17000,48100
2013.0006663,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PREMIOS CONCURSO FOTOGRAFIA  AGOSTO ""CALENDARIO NATURAL CASTELLON, EDICION 2013"", S/ACTA 11/10/13",30/12/2013,"100,00 €",6,17000,48100
2013.0006664,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos," PREMIOS CONCURSO FOTOGRAFIA SEPTIEMBRE ""CALENDARIO NATURAL CASTELLON, EDICION 2013"", S/ACTA 11/10/13",30/12/2013,"100,00 €",6,17000,48100
2013.0006790,VAERSA,TRABAJOS DE IMPLANTACIÓN DE LA AGENDA 21 LOCAL.,30/12/2013,"4.000,00 €",6,17000,226050
2013.0006793,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"SERVICIOS AUDIOVISUALES PARA LA REALICACIÓN DEL DOCUMENTAL ""COLUMBRETES EN LA MEMORIA"".",30/12/2013,"2.000,00 €",6,17000,226050
2013.0006794,IMPRENTA ROSELL SL,TRABAJOS DE IMPRESIÓN DE CALENDARIOS Y ENCUADERNACIONES ACTIVIDADES PARA CONCURSOS DE TEMATICA MEDIOAMBIENTAL,30/12/2013,"1.694,00 €",6,17000,226050
2013.0006795,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"TRABAJOS DE CREATIVIDAD, DISEÑO, CREACIÓN Y PRODUCCIÓN DE UNA GUÍA DE RECICLAJE NAVIDEÑO.",30/12/2013,"447,70 €",6,17000,226050
2013.0006802,J CANET SLU,"NOVIEMBRE/13, SERVICIO DE RECOGIDA, TRANSPORTE, TRATAMIENTO Y ELIMINACION DE CADAVERES DE ANIMALES EN TERMINO MUNICIPAL. DEC.15-11-12",30/12/2013,"745,81 €",6,17000,227991
2013.0006855,PLACIDO GOMEZ SL,MATERIAL DE OFICINA PARA SU USO POR AGRICULTURA.,30/12/2013,"207,24 €",6,17000,221991
2013.0006856,COOP AGRICOLA SAN ISIDRO CS,TRABAJOS DE TRATAMIENTOS HERBICIDAS Y DE TRANSPORTE DE OPERARIOS.,30/12/2013,"9.873,60 €",6,17000,20400
2013.0006857,"JARDINERIA DE CASTELLON, S.L.",TRABAJOS DE ACONDICIONAMIENTO DE SOLAR PARA HUERTOS URBANOS EN EL PATRONATO DE DEPORTES,30/12/2013,"14.278,00 €",6,17000,22699
2013.0006858,"JARDINERIA DE CASTELLON, S.L.",TRABAJOS DE ACONDICIONAMIENTO DE SOLAR PARA HUERTOS URBANOS EN EL PAU LLEDÓ.,30/12/2013,"721,89 €",6,17000,22699
2013.0006859,ELECTRONICA MARTON SL,SISTEMA DE AMPLIFICADOR PARA ACTIVIDADES MEDIO AMBIENTALES.,30/12/2013,"745,00 €",6,17000,221991
2013.0006860,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,GESTIÓN CAMPAÑA RECICLAJE ESCOLAR.,30/12/2013,"3.299,67 €",6,17000,226050
2013.0006870,"JOSE IGNACIO GARCIA CAMPA Y ASOCIADOS,SL",PLAN VIGILANCIA  AMBIENTAL MARJALERÍA - TRABAJOS CONTROL Y SEGUIMIENTO  DE PARÁMETROS AMBIENTALES: CONTROL DE LA ESTRUCTURA TERRITORIAL. DEC. 08-11-13,30/12/2013,"20.216,76 €",6,17000,227992
2013.0006871,INVESTIGACION Y PROYECTOS MEDIO AMBIENTE SL,"CONTROL DEL AGUA DE MARJALERIA DE CASTELLÓN, AGUA POTABLE Y VERTIDOS A DPH.",30/12/2013,"8.699,88 €",6,17000,227992
2013.0006872,MAQUIVER SL,COLOCACIÓN DE SEÑALES DE LA RUTA ENTRE NARANJOS 2ª FASE.,30/12/2013,"1.554,70 €",6,17000,226050
2013.0006897,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"TRABAJOS DE CREATIVIDAD, DISEÑO Y PRODUCCIÓN DE LA CAMPAÑA RECOPILA 2013.",30/12/2013,"4.386,25 €",6,17000,226050
2013.0006904,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"TRABAJOS DE CREATIVIDAD, DISEÑO, CREACIÓN Y PRODUCCIÓN DE LA CAMPAÑA CLEMENTINAS DE LA SORT.",30/12/2013,"3.433,14 €",6,17000,226051
2013.0006905,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA TÉCNICA PARA AUDITORÍA ENERGÉTICA DEL EDIF. CUATRE CANTONS. 1ª OPERACIÓN CONTABLE S/BASE 5 DE LAS BASES DE EJEC.PRESUPUESTO,30/12/2013,"3.484,80 €",6,17000,227062
2013.0007117,UTE AUDITESA SL ENGITEC PROJECTES D'ENGINYERIA,ASISTENCIA TÉCNICA Y CERTIFICACIÓN ENERGÉTICA DEL EDIF. NOBLE Y NUEVO.,30/12/2013,"1.645,60 €",6,17000,227062
2013.0000131,"FOTO VIDEO LLEDO, S.L.",26/09/12. COPIAS FOTOS PARA ALCALDIA.,25/04/2013,"15,60 €",1,91200,226990
2013.0000132,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"31/10/12. ENCUADERNACIONES ""LIBROS DISCURSOS A LAS REINAS DE LA MAGDALENA 2013"".",25/04/2013,"169,40 €",1,91200,226990
2013.0000133,ELECTRONICA MARTON SL,18/11/12. ALQUILER EQUIPO DE SONIDO PARA CELEBRACIÓN ACTO EN EL COLEGIO DE HOSTELERIA.,25/04/2013,"290,40 €",1,91200,226990
2013.0000134,ELECTRONICA MARTON SL,07/12/12. MONTAJE Y ASISTENCIA TÉCNICA DEL EQUIPO DE SONIDO CON MOTIVO DE LA CELEBRACIÓN DE LA CENA DE LA PYMEC.,25/04/2013,"181,50 €",1,91200,226990
2013.0000135,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"24/11/12. SUMINISTRO CANASTILLAS DE FLORES PARA PRESENTACIÓN GAIATAS, COMPENSACION SEGUN DECRETO FECHA 05-06-2013.",25/04/2013,"749,96 €",1,91200,226990
2013.0000136,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,01 Y 08/12/12. CANASTILLAS DE FLORES PARA PRENSENTACIÓN GAIATAS.,25/04/2013,"750,00 €",1,91200,226990
2013.0000137,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/12. PRENSA PARA ALCALDIA.,25/04/2013,"279,40 €",1,91200,22001
2013.0000151,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,COMIDA CON MOTIVO DE LA REUNIÓN CELEBRADA CON EL CONSELLER DE SANIDAD.,18/02/2013,"81,73 €",1,91200,226990
2013.0000155,QUICK RENT SL,"DEL 1 AL 11-12-12,  ARRENDAMIENTO DEL VEHICULO CITROEN C5, MATRICULA 2112 CJX. DEC. 20-10-08",13/02/2013,"376,67 €",1,91200,20400
2013.0000209,QUICK RENT SL,2012. KILOMETRAJE 73640  VEHICULO ALCALDIA 0485 FXK AUDI A6,25/04/2013,"1.782,09 €",1,91200,20400
2013.0000258,NOCLAFILMS PRODUCCIONES SL,17/12/12. MENSAJE NAVIDEÑO DEL SR. ALCALDE.,20/02/2013,"423,50 €",1,91200,22602
2013.0000296,FEDERACION VALENCIANA MUNICIPIOS Y PROVINCIAS,2013. CUOTA APORTACION MUNICIPAL AL F.V.M.P. ALCALDIA.,22/02/2013,"36.138,00 €",1,91200,48901
2013.0000313,TROFEOS Y GRABADOS DURBAN SL,30/11/12. SUMINISTRO 2 TROFEOS PARA LOS PREMIOS PYMEC 2011.,25/04/2013,"600,00 €",1,91200,226990
2013.0000314,TROFEOS Y GRABADOS DURBAN SL,30/11/12. SUMINISTRO 2 TROFEOS PARA LOS PREMIOS PYMEC 2012.,25/04/2013,"600,00 €",1,91200,226990
2013.0000347,QUICK RENT SL,"DEL 11 AL 30/12/12,  ARRENDAMIENTO DEL VEHICULO CITROEN C5, MATRICULA 2112 CJX. DEC. 05-12-12",13/02/2013,"618,20 €",1,91200,20400
2013.0000348,QUICK RENT SL,"ENERO/13,  ARRENDAMIENTO  VEHICULO CITROEN C5, MATRICULA 2112 CJX. DEC. 05-12-12",13/02/2013,"976,08 €",1,91200,20400
2013.0000369,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,12/12/12. CANASTILLAS DE FLORES PARA PRESENTACIÓN GAIATAS.,25/04/2013,"750,00 €",1,91200,226990
2013.0000370,CARPOSA SL,2013. SUSCRIPCIÓN A LOS CARGOS EN EL PODER.,18/02/2013,"368,00 €",1,91200,22001
2013.0000371,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PULSERAS CON ESCUDO AYUNTAMIENTO PARA LAS REINA Y REINA INFANTIL MAGDALENA 2012.,18/02/2013,"4.428,60 €",1,91200,226990
2013.0000372,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE/12. PRENSA PARA ALCALDIA.,25/04/2013,"300,09 €",1,91200,22001
2013.0000413,"GARCIA SORRIBES, S.L.",DICIEMBRE/12. SUMINISTRO AGUA ÓRGANOS DE GOBIERNO.,20/02/2013,"53,59 €",1,91200,226990
2013.0000425,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CREACION LOGOTIPO PARA FOROS DE URBANISMO DEL CASTELLON DEL SIGLO XXI.,18/02/2013,"499,73 €",1,91200,226990
2013.0000465,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/13. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON. DEC.30-07-12,01/02/2013,"2.670,91 €",1,91200,226011
2013.0000501,EL CORTE INGLES SA,"23/12/12. CESTAS PARA SAMU, POLICIA Y BOMBEROS EN TURNO DE GUARDIA EN NOCHEBUENA 2012.",20/02/2013,"288,24 €",1,91200,226990
2013.0000502,EL CORTE INGLES SA,"28/12/12. CESTAS PARA SAMU, POLICIA Y BOMBEROS EN TURNO DE GUARDIA EN NOCHEVIEJA 2012.",20/02/2013,"281,64 €",1,91200,226990
2013.0000513,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 29 AL 31/01/13. GASTOS CORRESPONDEINTES AL VIAJE EFECTUADO A MADRID CON MOTIVO DE LA FERIA FITUR 2013.,18/02/2013,"69,80 €",1,91200,226990
2013.0000529,"RESTAURANTE GREEN, S.L.","28/01/13. COMIDA CON MOTIVO DE LA REUNIÓN CON EL CONSELLER DE HACIENDA, SECRETARIO AUTONÓMICO, DIRECTOR DE GABINETE.",18/02/2013,"126,50 €",1,91200,226990
2013.0000674,TRANSVIA SL,"DEL 23  AL 31/01/13,  ARRENDAMIENTO  VEHICULO MARCA VOLVO S80 D5 (215CV),  1326-HNP ALCALDIA. JGL. 30-11-12",27/02/2013,"358,93 €",1,91200,20400
2013.0000731,CASTELLO VENDIG SL,SUMINISTRO PARA LA CAFETERA. ALCALDÍA.,28/02/2013,"372,80 €",1,91200,226990
2013.0000784,UNIPREX SAU,ENERO/13. CUÑAS CON MOTIVO CELEBRACION FERIA INTERNACIONAL DE TURISMO (FITUR) 2013 PARA PROMOCIONAR LA CIUDAD DE CS.,28/02/2013,"605,00 €",1,91200,22602
2013.0000812,"GARCIA SORRIBES, S.L.",ENERO/12. SUMINISTRO AGUA ÓRGANOS DE GOBIERNO.,28/03/2013,"58,06 €",1,91200,226990
2013.0000824,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/13. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON. DEC.30-07-12,01/03/2013,"2.670,91 €",1,91200,226011
2013.0000879,"FOTO VIDEO LLEDO, S.L.",COPIAS FOTOS PARA ALCALDÍA.,28/03/2013,"29,25 €",1,91200,226990
2013.0000880,"HNAS. BORDONAU, C.B.",MATERIAL PROTOCOLARIO PARA ALCALDIA.,28/03/2013,"762,30 €",1,91200,226990
2013.0000881,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/13. REPORTAJES FOTOGRÁFICOS DE ACTOS PROTOCOLARIOS.,28/03/2013,"1.403,60 €",1,91200,226990
2013.0000882,JOYAS SAN VICENTE SL,INSIGNIAS PARA OBSEQUIO REINAS PUEBLOS PROVINCIA MAGDALENA.,28/03/2013,"993,00 €",1,91200,226021
2013.0000883,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/13. PRENSA PARA ALCALDIA.,28/03/2013,"264,99 €",1,91200,22001
2013.0000884,VALLS MIRALLES SLU,SUMINISTRO ROSCÓN PARA REINAS MAGDALENA.,28/03/2013,"1.006,29 €",1,91200,226021
2013.0000886,"CORONAS CASTELLON, S.L.",RAMO DE FLORES PARA CENTENAREA.,28/03/2013,"48,40 €",1,91200,226990
2013.0000904,INSTALACIONES TURISTICAS COSTERAS SA,DEL 08 AL 11/03/13. ESTANCIA REPRESENTANTES COLOMBIANOS CON MOTIVO DE PREMIOS CIUDAD DE CASTELLÓN AL CARNAVAL DE BARRANQUILLA (COLOMBIA).,25/04/2013,"681,00 €",1,91200,226990
2013.0000906,INSTALACIONES TURISTICAS COSTERAS SA,DEL 10/03 AL 22/03/12. COMIDA CON LAS DELEGACIONES Y PERSONAS INVITADAS CON MOTIVO DE LA INAUGURACIÓN DE LAS FIESTAS DE LA MAGDALENA 2012.,25/04/2013,"3.500,00 €",1,91200,226021
2013.0000999,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CESTAS DE FLORES PARA PRESENTACIÓN GAYATA Nº 12.,28/03/2013,"375,00 €",1,91200,226021
2013.0001000,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CESTAS DE FLORES PARA PRESENTACIÓN GAYATA Nº 7.,28/03/2013,"375,00 €",1,91200,226021
2013.0001001,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CESTAS DE FLORES PARA PRESENTACIÓN GAIATAS.,28/03/2013,"375,00 €",1,91200,226021
2013.0001002,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CESTAS DE FLORES PARA PRESENTACIÓN GAIATA Nº 4.,28/03/2013,"375,00 €",1,91200,226021
2013.0001022,CASTELLO VENDIG SL,SUMINISTRO PARA LA CAFETERA. ALCALDÍA.,28/03/2013,"437,86 €",1,91200,226990
2013.0001099,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DISEÑO Y CREATIVIDAD PARA LA CAMPAÑA CARNAVAL DEL GRAO 2013.,28/03/2013,"350,00 €",1,91200,22602
2013.0001100,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DISEÑO Y CREATIVIDAD DEL HOMENAJE A LAS COMISIONES DEL SECTOR.,28/03/2013,"280,00 €",1,91200,226021
2013.0001148,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/03/13. SERVICIO PRESTADO DE ""MACERO"" EN ROMERIA Y TORNÀ DE LA MAGDALENA.",17/04/2013,"197,00 €",1,91200,226021
2013.0001149,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/03/13. SERVICIO PRESTADO DE ""MACERO"" EN ROMERIA Y TORNÀ DE LA MAGDALENA.",17/04/2013,"197,00 €",1,91200,226021
2013.0001150,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/03/13. SERVICIO PRESTADO DE ""MACERO"" EN ROMERIA Y TORNÀ DE LA MAGDALENA.",17/04/2013,"197,00 €",1,91200,226021
2013.0001151,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/03/13. SERVICIO PRESTADO DE ""MACERO"" EN ROMERIA DE LA MAGDALENA, COMPENSACION SEGUN DECRETO FECHA 05-06-2013.",17/04/2013,"98,50 €",1,91200,226021
2013.0001152,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/03/13. SERVICIO PRESTADO DE ""MACERO"" EN TORNÀ DE LA MAGDALENA.",17/04/2013,"98,50 €",1,91200,226021
2013.0001153,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/03/13. SERVICIO PRESTADO DE ""MACERO"" EN ROMERIA Y TORNÀ DE LA MAGDALENA.",17/04/2013,"197,00 €",1,91200,226021
2013.0001154,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/03/13. SERVICIO PRESTADO DE ""MACERO"" EN ROMERIA Y TORNÀ DE LA MAGDALENA.",17/04/2013,"197,00 €",1,91200,226021
2013.0001155,COMITE ESPAÑOL DE ILUMINACION,2013. CUOTA ENTIDAD COLABORADORA.,17/04/2013,"440,00 €",1,91200,48903
2013.0001168,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO/13. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON. DEC.30-07-12,03/04/2013,"2.670,91 €",1,91200,226011
2013.0001276,QUICK RENT SL,"FEBRERO/13,  ARRENDAMIENTO  VEHICULO CITROEN C5, MATRICULA 2112 CJX. DEC. 05-12-12",22/04/2013,"976,08 €",1,91200,20400
2013.0001277,QUICK RENT SL,"MARZO/13, ARRENDAMIENTO  VEHICULO CITROEN C5, MATRICULA 2112 CJX. DEC. 05-12-12",22/04/2013,"976,08 €",1,91200,20400
2013.0001311,"IDEA PUBLICIDAD CASTELLON, S.L",DEL 25/02 AL 12/03/13. COLOCACIÓN BANNER EN ESPACIO VIVECASTELLON.COM S/MAGDALENA 2013.,23/04/2013,"300,00 €",1,91200,226021
2013.0001312,"IDEA PUBLICIDAD CASTELLON, S.L",DEL 5 AL 10/02/13. COLOCACIÓN BANNER EN VIVECASTELLON.COM S/CARNAVAL 2013.,23/04/2013,"250,01 €",1,91200,22602
2013.0001323,NOCLAFILMS PRODUCCIONES SL,FALDONES CON MOTIVO GALANIAS EN HONOR REINAS FIESTAS MAGDALENA 2013,23/04/2013,"544,50 €",1,91200,226021
2013.0001324,NOCLAFILMS PRODUCCIONES SL,DEL 09/02/13 AL 09/02/14. RENOVACION LICENCIA DE LA EMISION DE MUSICA DEL SPOT DE LA MAGDALENA.,23/04/2013,"275,88 €",1,91200,226021
2013.0001326,VALLS MIRALLES SLU,ROLLOS MAGDALENA.,23/04/2013,"39,72 €",1,91200,226021
2013.0001327,"BARRACHINA VILLENA, S.L.",SUMINISTRO PIN GRABADO CON ESTUCHE PARA ACTOS PROTOCOLARIOS.,23/04/2013,"1.194,88 €",1,91200,226990
2013.0001331,MEDITERRANEO HOLIDAYS SL,DEL 29 AL 31/01/13. ALOJAMIENTO CON MOTIVO DE LA ASISTENCIA A FITUR 2013 EN MADRID.,23/04/2013,"679,80 €",1,91200,226990
2013.0001334,"MONMAR GRUPO, S.L.",PAÑUELOS Y BLUSAS MAGDALENA 2013.,23/04/2013,"1.831,34 €",1,91200,226021
2013.0001335,RESTAURANTE MOLIMAR SL,ALMUERZO EN SAN ROC DE CANET 2013.,23/04/2013,"5.140,19 €",1,91200,226021
2013.0001338,"J.PINAZO, S.L.",ARREGLOS Y DECORACIÓN TRIBUNA AUTORIDADES FIESTAS DE LA MAGDALENA.,26/04/2013,"9.949,77 €",1,91200,226021
2013.0001350,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/02 Y 07 Y 09/03/13. REPORTAJES FOTOGRAFICOS EN ACTOS DE LAS FIESTAS DE LA MAGDALENA.,23/04/2013,"1.210,00 €",1,91200,226021
2013.0001351,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/13. REPORTAJES FOTOGRAFICOS ACTOS PROTOCOLARIOS.,23/04/2013,"1.452,00 €",1,91200,226990
2013.0001359,"GARCIA SORRIBES, S.L.",FEBRERO/12. SUMINISTRO AGUA ÓRGANOS DE GOBIERNO.,23/04/2013,"80,39 €",1,91200,226990
2013.0001459,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,13/09/12. REPORTAJES FOTOGRÁFICOS HOMENAJE A LOS PRESIDENTES INFANTILES DE LAS GAITAS MAGDALENA 2013.,27/06/2013,"272,25 €",1,91200,226021
2013.0001460,VALLS MIRALLES SLU,SUMINISTRO ROLLOS PARA MAGDALENA.,30/04/2013,"26,48 €",1,91200,226021
2013.0001496,MEDITERRANEO HOLIDAYS SL,"10/04/13. BILLETE  DE TREN CON MOTIVO DE LA ASISTENCIA A UNA REUNIÓN DEL ""COMITÉ TÉCNICO DE LA RED DE CIUDADES INTELIGENTES"" EN ALCOBENDAS",08/04/2013,"120,80 €",1,91200,226990
2013.0001506,"VIVAS RAPALO, S.A.",09/03/13. COMIDA CON MOTIVO DEL HOMENAJE A LAS REINAS Y ALCALDES DE LA PROVINCIA EN FIESTAS DE LA MAGDALENA.,30/04/2013,"3.440,80 €",1,91200,226021
2013.0001507,VICENTE MIRAVETE SL,28/02/13. SERVICIO CATERING CON MOTIVO DE LA GALANIA DE LA REINA.,30/04/2013,"679,80 €",1,91200,226021
2013.0001508,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/13. PRENSA PARA ALCALDÍA.,30/04/2013,"256,39 €",1,91200,22001
2013.0001509,"CORONAS CASTELLON, S.L.",SUMINISTRO CORONA PARA FUNCIONARIO Y FLORES GALANIA,30/04/2013,"1.906,94 €",1,91201,226021
