Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2017.0005874,JUAN GOZALBO SL,"24/10/17. HERRAMIENTAS PARA JARDINERÍA (SERRUCHOS, TIJERAS DE PODA, SACABOCADOS,..) NECESARIOS PARA EL DESARROLLO DEL MÓDULO DE INSTALACIÓN Y MANTENIMIENTO DE JARDINES Y ZONAS VERDES DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-B.",22/11/17,"4.411,62 €",4,24121,22199
2017.0006271,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE/17. ALQUILER DE 3 EQUIPOS INFORMÁTICOS PARA ACCIONES DE ALFABETIZACIÓN INFORMÁTICA. PROYECTO CASTELLÓ OEST. S/DEC 3/08/2017,28/11/17,"290,40 €",4,24160,20300
2017.0006378,PLACIDO GOMEZ SL,03/11/17. MATERIAL DE OFICINA NECESARIO PARA TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-B  S/DEC 19/10/2017,28/11/17,"894,78 €",4,24121,22199
2017.0006272,"PUBLIMPRES CASTELLON, S.L.",24/10/17. SUMINISTRO DE 26 BOLSAS PORTAFOLIO SERIGRAFIADAS PARA EL ALUMNADO DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII A. DEC 16/10/2017,28/11/17,"294,32 €",4,24122,22199
2017.0006641,AUTOCARES MESEGUER SL,10/11/2017. SERVICIO DE AUTOBUS PARA EL DESPLAZAMIENTO POR CASTELLON DE LOS ASISTENTES AL FORO CIUDADES POR EL EMPLEO S/DEC 3/11/2017,07/12/17,"297,00 €",4,24100,226060
2017.0006509,COOP AGRICOLA SAN ISIDRO CS,"15/11/17.MATERIALES Y PRODUCTOS DE JARDINERIA (TIERRA ACIDA, ARBUSTOS VARIADOS, BULBOS..) PARA PRACTICAS DE MANTENIMIENTO Y MEJORA DE JARDINES Y ZONAS VERDES Y CONTROL FITOSANITARIO DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-B S/DEC 13/10/2017",07/12/17,"2.550,42 €",4,24121,22199
2017.0006046,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,30/10/17. ADQUISION DE HERRAMIENTAS PARA LAS PRACTICAS DEL CERTIFICADO DE PROFESIONALIDAD OPERACIONES AUXILIARES DE ACABADOS RIGIDOS Y URBANIZACON PARA EL PROYECTO T'AVALEM CASTELLO ENCLAU JOVE (APORT. MUNICIPAL) S/DEC 19/10/2017,07/12/17,"1.173,20 €",4,24120,22199
2017.0006632,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,"15/11/17. SUM.1 MAQUINA MEZCLADORA-BOMBEADORA DE PROYECCIÓN DE YESO,MORTERO,AUTONIVELANTE Y OTROS MATERIALES PARA MODULO PINTURA DECORATIVA DEL TALLER EMPLEO CIUDAD SOLIDARIDAD VII-B DEC. 13/10/2017.",14/12/17,"9.385,97 €",4,24120,62300
2017.0006631,METALCO SA,"06/11/17. SUMINISTRO 11 RODILLERAS,PROFESIONALES PARA SOLDADORES, 11 BOTAS DE AGUA PVC Y 22 PARES DE GUANTES ALBAÑIL  S/DEC 13/10/2017",14/12/17,"362,83 €",4,24123,22104
2017.0006689,"COMERCIAL CASTILLO 88, S.A.",20/11/17. SUM.2 EXTRACTORES DE SUELO ASLAC PARA EL TALLER EMPLEO CIUDAD SOLIDARIDAD VII-B DEC. 15/11/2017.,14/12/17,"1.299,78 €",4,24120,62300
2017.0006699,NH HOTELES ESPAÑA SA,9 Y 10 DE NOVIEMBRE  SERVICIO CENA PARA 50 PERSONAS Y ESPACIO DE TRABAJO  PARA LAS REUNIONES POR EL EVENTO FORO CIUDADES POR EL EMPLEO DEC 3/11/2017,14/12/17,"2.094,35 €",4,24100,226060
2017.0006740,SUMINISTROS CERRAJEROS CASTALIA SL,"SUM.1  ANDAMIO ALUMINO CON RUEDAS Y PLATAFORMA, 1 07/11/17. HORMIGONERA ELECTRICA MONOFASICA Y 1 PISTON VIBRANTE DE GASOLINA PARA  TALLER EMPLEO CIUDAD SOLIDARIDAD VII-A DEC. 16/10/2017.",14/12/17,"6.025,80 €",4,24120,62300
2017.0006700,ADHESIUS CASTELLO SL,"14/11/17. CARTELES DE LONA, DIPTICOS Y CARTELES A3 PARA DIFUNDIR Y PUBLICITAR LAS ACTUACIONES DEL PROYECTO EXPERIMENTAL CASTELLO CREA S/DEC 2/11/2017",14/12/17,"367,82 €",4,24100,226020
2017.0006273,"TRIPLEX IBERICA, S.L.","30/10/17. REVISION Y MANTENIMIENTO DE LA CARRETILLA ELEVADORA NISSAN, MOD FGD02A30Q, PARA EL CORRECTO DESARROLLO DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-A.",18/12/17,"251,58 €",4,24122,21300
2017.0006285,COMERCIAL DE FONTANERIA BBC SRLL,30/10/17. SUM.MAQUINARIA INSTALACIÓN AIRE ACONDICIONADO EN SALA MULTIUSOS Y BOMBAS PROGRAMABLES EN FUENTES CTRO.FORMACIÓN MODULO MONTAJE Y MANT.INSTAL.CALORIFICAS PARA EL TALLER EMPLEO CIUDAD SOLIDARIDAD VII-A,18/12/17,"5.609,55 €",4,24120,62300
2017.0006538,NOU DISSENY CERAMIC CASTELLO SLU,"14/11/17. IMPRESIÓN CARPETAS, SOBRES, BOLÍGRAFOS PARA ACCIONES DE EMPRENDIMIENTO.",20/12/17,"3.092,16 €",4,24100,221990
2017.0006497,VIROSMA SL,03/04/17. MATERIAL PARA SU USO EN JORNALS DE VILA.,22/12/17,"1.279,83 €",4,24130,221990
2017.0006686,CASMAR 2000 S.A.,"15/11/17. SUMINISTRO DE 30 PANTALONES, 30 SUDADERAS Y 30 CAMISETAS SERIGRAFIADASO CON LOS LOGOTIPOS REGLAMENTARIOS DEC 13/10/2017",27/12/17,"1.029,11 €",4,24121,22104
2017.0007477,PLACIDO GOMEZ SL,30/11/17. SUMINISTRO DE MATERIAL DE OFICINA NECESARIO PARA LAS ACCIONES FORMATIVAS Y DE ORIENTACION QUE SE DESARROLLAN EN LA AGENCIA DE DESARROLLO LOCAL DEC 8/11/2017,27/12/17,"1.241,79 €",4,24100,221991
2017.0007354,REPARACIONES SERVICAS SL,28/11/17. REPARACION DE PRENSADORA MULTICAPA REMS PRESS E TYPO PARA EL MODULO DE FONTANERIA DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-A.,27/12/17,"403,51 €",4,24122,22799
2017.0006975,"HERRACA, S.A.",31/10/17. MATERIALES Y HERRAMIENTAS PARA REALIZACIÓN TRABAJOS DE CARPINTERÍA Y MUEBLE PROYECTO T'AVALEM CASTELLÓ ENCLAU JOVE S/DEC 13/10/2017,27/12/17,"6.619,97 €",4,24123,22199
2017.0007745,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/11/17. PLANTAS PARA PRACTICAS NIVEL 1 DEL CERTIFICADO ACTIVIDADES AUXILIARES EN VIVEROS Y CENTROS DE JARDINERIA PARA EL PROYECTO T'AVALEM CASTELLO ENCLAU JOVE S/DEC 13/10/2017,29/12/17,"2.940,08 €",4,24123,22199
2017.0008022,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"07/12/17. IMPARTICION  ACCIONES FORMATIVAS: CURSO DE INTELIGENCIA EMOCIONAL Y COACHING, 2 DE HABILIDADES PSICO-SOCIALES Y MOTIVACION  EMPLEO, 2 DE TRABAJO EN EQUIPO Y AUTOLIDERAZGO Y 2 DE COMUNICACION EFICIENTE Y OBJETIVOS PARA EMPLEO DEC 3/11/17",29/12/17,"4.800,00 €",4,24100,227061
2017.0008135,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"04/12/17. ADQUISION DE AZULEJOS PARA LA REALIZACION DE PRACTICAS Y TAREAS DE CHAPADO Y ALICATADO, PARA EL MODULO ""REVESTIMIENTO CON PIEZAS RIGIDAS POR ADHERENCIA EN CONSTRUCCION"" DEL PROYECTO T'AVALEM CASTELLO ENCLAU JOVE CON APORTACION MUNICIPAL.",29/12/17,"4.964,29 €",4,24120,22199
2017.0008248,JUAN JOSE SANCHEZ LOPEZ SA,20/12/17.  OBRAS QUE EJECUTA EL AYUNTAMIENTO SUBSIDIARIAMENTE PARA LIMPIEZA DE PARCELAS Y SU VALLADO DEC.9/12/2016. (CERTIFICACION Nº 1 Y ULTIMA  LIMPIEZA DE SOLARES EN LA AVENIDA BARCELONA),29/12/17,"12.847,71 €",5,15340,22700
2017.0008210,LOGOPOST SEÑALIZACION SA,18/12/17. SUMINISTRO DE SEÑALETICA (ROTULACIÓN INTERIOR Y EXTERIOR) PARA EL EDIFICIO CIES DE PROPIEDAD MUNICIPAL,29/12/17,"13.528,38 €",4,24100,62300
2017.0008020,"FLEXIPLAN, S.L",30/11/17.  IMPARTICION DE CURSO DE TECNICAS DE VENTAS Y ATENCION AL CLIENTE A 10 PARTICIPANTES DE 80 HORAS CON EL OBJETIVO DE MEJORAR LAS CONDICIONES DE EMPLEABILIDAD DE LOS USUARIOS SEC 16/11/2017,29/12/17,"4.900,00 €",4,24100,227061
2017.0008194,PINTURAS DORALPIN SL.,"18/12/17. MATERIALES DE PINTURA PARA EL MODULO FORMATIVO ""ALFARERIA ARTESANAL"" Y ""PINTURA DECORATIVA EN CONSTRUCCION"" DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-B.",29/12/17,"6.034,37 €",4,24121,22199
2017.0008133,VIROSMA SL,"04/12/17. ADQUISICION DE HIERRO PARA EL MODULO ""REVESTIMIENTOS CON PIEZAS RIGIDAS POR ADHERENCIA EN CONSTRUCCION"" DEL PROYECTO T'AVALEM CASTELLO ENCLAU JOVE CON APORTACION MUNICIPAL. DEC 1/12/2017",29/12/17,"5.168,04 €",4,24120,22199
2017.0008195,INDUSTRIAL AUTO PITARCH SL,18/12/17. MATERIALES DE ORDENACION PARA LA CLASIFICACION ADECUADA DE LAS PIEZAS ELABORADAS EN LOS MODULOS DE ALFARERIA ARTESANAL Y PINTURA DECORATIVA DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-B.,29/12/17,"697,81 €",4,24121,22199
2017.0008206,"SUMINISTROS INDUSTRIALES TODOMADERA, S.L.","15/12/17. ADQUISICION DE MATERIALES Y HERRAMIENTAS PARA EL MODULO ""MONTAJE DE MUEBLES Y ELEMENTOS DE CARPINTERIA"" DEL PROYECTO T'AVALEM CASTELLO ENCLAU JOVE",29/12/17,"13.302,75 €",4,24120,22199
2017.0008039,SISTEMAS Y MONTAJES ELECTRICOS SIMELEC SL,ADAPTACION DE TRES AULAS A LAS NECESIDADES TÉCNICAS PARA LA INMINENTE PUESTA EN MARCHA DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VIII DEC. 22/11/2017.,29/12/17,"21.509,12 €",4,24120,62300
2017.0008023,TOWNEND ENGLISH,"05/12/17. IMPARTICION DE ACCIONES FORMATIVAS DE IDIOMAS: 1 EDICION DE CURSO DE INGLES NIVEL BASICO, 1 DE INGLES SECTOR TURISTICO, 1 DE SPEAKING ENGLISH Y 1 DE FRANCES BASICO S/DEC 3/11/2017",29/12/17,"4.800,00 €",4,24100,227061
2017.0008163,NOU DISSENY CERAMIC CASTELLO SLU,"11/12/17.  SUMINISTRO DE 500 LANYARD, CINTA TEXTIL CON LOGO CASTELLO CREA Y AYUNTAMIENTO CASTELLON CON MONQUETON, CIERRE ANTIAHORCAMIENTO Y CORDON PARA MOVIL Y 500 FUNDAS DE PLASTICO PARA TARJETAS.",29/12/17,"1.170,07 €",4,24100,221991
2017.0008230,"PUBLIMPRES CASTELLON, S.L.","15/12/17. CARTEL SEÑALIZADOR DEL PROYECTO T'AVALEM CASTELLO ENCLAU JOVE, SOBRE PLACA DE METACRILATO, PARA COLOCAR EN LA ENTRADA DEL EDIFICIO EN LA QUE SE ESTA DESAROLLANDO.",29/12/17,"438,62 €",4,24123,226990
2017.0007368,SERTEC 2011 SL,27/11/17. SUMINISTRO MATERIAL PARA EL CORRECTO FUNCIONAMIENTO DE LAS PRACTICAS CORRESPONDIENTES AL CERTIFICADO MONTAJE Y MANTENIMIENTO DE INSTALACIONES CALORIFICAS (NIVEL 2) DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-A.,29/12/17,"1.221,30 €",4,24122,22199
2017.0008139,"MATERIALES DE CONSTRUCCION FADRELL, S.L.L","04/12/17. ADQUISION DE MATERIAL DE ALBAÑILERIA PARA EL CORRECTO FUNCIONAMIENTO DEL MODULO ""REVESTIMIENTO CON PIEZAS RIGIDAS POR ADHERENCIA EN CONSTRUCCION"" DEL PROYECTO T'AVALEM ENCLAU JOVE CON APORTACION MUNICIPAL. DEC 1/12/2017",29/12/17,"4.742,78 €",4,24120,22199
2017.0007959,"NOSTRAVANT, S.L.L.","13/12/17.SUM.25 ORDENADORES CON SISTEMA OPERATIVO MICROSOFT WINDOWS 10 HOME OEM,PROCESADOR INTEL CORE Y MEMORIA 8GB Y DOS IMPRESORAS PARA PUESTA EN MARCHA DEL NUEVO TALLER EMPLEO CIUDAD SOLIDARIDAD VIII DEC. 21/11/2017.",29/12/17,"21.615,44 €",4,24120,62300
2017.0008017,ATTAINET TECHNOLOGY SL,05/12/17. ACCIONES FORMATIVAS EN EL AREA DE REDES SOCIALES: 2 EDICIONES DE NIVEL BASICO DE CURSO LINKEDIN PROFESIONAL Y 2 DE NIVEL AVANZADO A 15 PARTICIPANTES MEJORAR LAS CONDICIONES DE EMPLEABILIDAD DE LOS USUARIOS.DEC 21/11/2017,29/12/17,"4.523,60 €",4,24100,227061
2017.0006820,SAINT-GOBAIN IDAPLAC,22/11/17. MATERIALES  PARA LAS PRACTICAS DE ELABORACION DE TECHOS DE ESCAYOLA Y PINTURA PARA EL MODULO DE PINTURA DECORATIVA EN CONSTRUCCION DEL TALLER DE EMPLEO CIUDAD DE LA SOLIDARIDAD VII-B.,29/12/17,"5.909,01 €",4,24121,22199
2017.0008138,MARMOLES CUEVAS 1981 CB,"05/12/17. ADQUISION MARMOL  PARA EL CORRECTO FUNCIONAMIENTO DEL MODULO ""REVESTIMIENTO CON PIEZAS RIGIDAS POR ADHERENCIA EN CONSTRUCCION"" DEL PROYECTO T'AVALEM ENCLAU JOVE CON APORTACION MUNICIPAL. DEC 1/12/2017",29/12/17,"3.933,71 €",4,24120,22199
2017.0008016,ASOCIACION CULTURAL ACCENT,"05/12/17. IMPARTICION ACCIONES FORMATIVAS DE COMEDORES ESCOLARES: 2 EDICIONES DEL CURSO DE MONITOR DE COMEDOR, 2 DE NECESIDADES EDUCATIVAS ESPECIALES EN TIEMPO LIBRE Y 2 DE PRIMEROS AUXILIOS Y SEGURIDAD DEC 3/11/2017",29/12/17,"4.940,00 €",4,24100,227061
2017.0007957,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,09/11/17. SERVICIO DE VISITA TURISTICA POR EL CASCO ANTIGUO DE CASTELLON QUE SE OFRECERA A LOS ASISTENTES AL EVENTO FORO CIUDADES POR EL EMPLEO EL 9 DE NOVIEMBRE DEC 3/11/2017,29/12/17,"290,40 €",4,24100,226060
2017.0007995,ASOC EMPRESARIOS HOSTELERIA Y TURISMO DE CS,"04/12/17. IMPARTICION DE ACCIONES FORMATIVAS EN HOSTELERIA: CERTIFICADO DE CAPACITACION PARA MANUPILACION ALIMENTOS, COMIDAS PREPARADAS, SECTOR HORTOFRUTICOLA, ALERGENOS E INTELORENCIAS ALIMENTICIAS  S/DEC 3/11/2017",29/12/17,"4.950,00 €",4,24100,227061
2017.0007757,"YXCON IDEAS Y PROYECTOS, S.L",23/11/17. SERVICIO DE IMPARTICION FORMATIVA: 3 EDICIONES DEL CURSO DE CARNET DE CARRETILLA ELEVADORA A 10 PARTICIPANTES DE 20 HORAS CADA UNO PARA MEJORAR LA EMPLEABILIDAD DE LAS PERSONAS MEDIANTE FORMACION.,29/12/17,"1.800,00 €",4,24122,22799
2017.0007759,"YXCON IDEAS Y PROYECTOS, S.L","27/11/17. SERVICIO DE IMPARTICION DE CURSO TEORICO-PRACTICO PARA LA CONDUCCION DE CARRETILLAS FRONTALES, 10 HORAS DE DURACION A 30 ALUMNOS DEL TALLER DE EMPLEO CIUDAD DE SOLIDARIDAD VII-B.",29/12/17,"2.700,00 €",4,24121,22799
2017.0007961,"IMPLANTACION Y DESARROLLO DE FORMACION EMPRESARIAS, S.L","05/12/17. IMPARTICION DE ACCIONES FORMATIVAS DE FINANZAS, CONTABILIDAD Y VENTAS: 2 EDICIONES DE CURSO DE GESTION DE STOCKS Y ALMACENES, 2 DE CONTABILIDAD Y FINANZAS Y 2 DE TECNICAS DE VENTAS DEC 3/11/2017",29/12/17,"3.840,00 €",4,24100,227061
2017.0007962,"PUZZLE CONSULTORES, S.L",05/12/17. IMPARTICION DE ACCIONES FORMATIVAS EN INFORMATICA: 2 EDICIONES DE CURSO DE OFFICE WORD-EXCEL NIVEL BASICO Y 2 DE CORREO ELECTRONICO E INTERNET NIVEL BASICO S/DEC 3/11/2017,29/12/17,"4.800,00 €",4,24100,227061
2017.0008015,"YXCON IDEAS Y PROYECTOS, S.L",DEL 20/11 AL 05/12/17. SERVICIO DE IMPARTICION FORMATIVA: 3 EDICIONES DEL CURSO DE CARNET DE CARRETILLA ELEVADORA A 10 PARTICIPANTES DE 20 HORAS CADA UNO PARA MEJORAR LA EMPLEABILIDAD DE LAS PERSONAS MEDIANTE FORMACION.,29/12/17,"4.500,00 €",4,24100,227061
2017.0007989,"AFP SYSTEMS, S.L.",07/12/17. SUMINISTRO DE TECLADO ERGONOMICO Y PINZAS SUJETA CABLES PARA CUMPLIMIENTO DE SERVICIO DE PREVENCION DE RIESGOS LABORALES PARA EL FUNCIONAMIENTO DE LA AGENCIA DE DESARROLLO LOCAL.DEC 28/11/2017,29/12/17,"400,96 €",4,24100,221991
2017.0008014,"DIDEAS, S.L.","04/12/17. IMPARTICION ACCIONES FORMATIVAS EN EL SECTOR CERAMICO: 1 CURSO DE CLASIFICACION Y DEFECTOS EN PROCESOS CERAMICOS, 1 DE IMPRESION DIGITAL INJEKT CERAMICA Y 1 DE MANIPULADOR DE FITOSANITARIOS S/DEC 3/11/2017",29/12/17,"5.633,60 €",4,24100,227061
2016.0015336,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE/16. PRENSA PARA ALCALDÍA.,16/02/17,"53,01 €",3,92065,22001
2016.0015309,"VIAJES TRANSVIA TOURS, S.L.",14/12/16. BILLETES TREN A BARCELONA CURSO DE FORMACIÓN AL ICPS ,16/02/17,"68,70 €",5,15300,226990
2017.0000297,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"30/12/16. REALIZACIÓN CHARLAS DE CONCIENCIACIÓN SOBRE LA PRACTICA DEL DEPORTE Y SUS VALORES EN: C.P. BENADRESA, C.P. GRAGAL, C.P. BERNAT ARTOLA Y C.P. ANTONIO ARMELLES.",17/02/17,"3.388,00 €",1,91201,226990
2017.0000392,MAQUIVER SL,03/01/17. VALLADO DE SEGURIDAD EN LA CARPA FIESTA FIN DE AÑO EN EL GRAO.,17/02/17,"393,25 €",1,91203,226990
2017.0000328,"IMPRENTA ELCANO, S.L.",14/12/16. IMPRESIÓN CARTELES INDICADORES DE LA SALIDA DE EMERGENCIA PARA LA CARPA FIESTA DIN DE AÑO SITA EN C.P. JUAN SEBASTIAN ELCANO.,17/02/17,"39,66 €",1,91203,226990
2017.0000324,"GARCIA SORRIBES, S.L.",DICIEMBRE/16. SUMINISTRO AGUA ÓRGANOS DE GOBIERNO.,17/02/17,"133,98 €",1,91201,226990
2017.0000133,CASTELLO VENDIG SL,30/12/16. SUMINISTRO CAFETERA ÓRGANOS DE GOBIERNO.,17/02/17,"337,95 €",1,91201,226990
2017.0000325,"DASSEGUR SEGURIDAD, S.L",31/12/16. SERVICIO DE VIGILANCIA CARPA FIESTA FIN DE AÑO EN EL C.P. JUAN SABASTIAN ELCANO.,17/02/17,"1.366,33 €",1,91203,226990
2017.0000389,TEKNOMEDIA CB,03/01/17. DISCO MOVIL PARA CARPA FIESTA FIN DE AÑO.,17/02/17,"1.633,50 €",1,91203,226990
2017.0000202,"CORONAS CASTELLON, S.L.",19/12/16.  CENTRO DE FLORES NACIMIENTO,17/02/17,"55,00 €",1,91201,226990
2017.0000482,FEDERACION ESPAÑOLA MUNICIPIOS Y PROVINCIAS,2017. CUOTA ASOCIADO FEMP.,22/02/17,"9.664,96 €",1,91201,48901
2017.0000343,FEDERACION VALENCIANA MUNICIPIOS Y PROVINCIAS,2017. CUOTA APORTACIÓN.,22/02/17,"41.200,56 €",1,91201,48901
2017.0000126,"MESON NAVARRO, S.L.","21/12/16. COMIDA CON MOTIVO DE LA REUNIÓN CELEBRADA CON  CONCEJAL DE TURISMO, 2 MIEMBROS COFRADIAS  Y JEFE DE GABINETE.",24/02/17,"120,00 €",1,91201,226990
2017.0000481,CASTELLO VENDIG SL,ENERO/17. SUMINISTRO CAFETERA ÓRGANOS DE GOBIERNO,24/02/17,"327,97 €",1,91201,226990
2017.0000295,FIDELIS FACTU SOCIEDAD COOPERATIVA,10/01/17. SUMINISTRO ESTAMPAS DIGITALES PARA ALCALDÍA.,24/02/17,"5.203,00 €",1,91201,226010
2017.0000565,"MESON NAVARRO, S.L.","01/02/17. COMIDA CON MOTIVO DE LA REUNIÓN DE TRABAJO DE LA ALCALDESA, JEFA DE PRENSA, DIRECTOR RADIO CASTELLÓN Y PRESIDENTE CONSEJO DE RADIO CASTELLÓN.",02/03/17,"133,95 €",1,91201,226990
2017.0000478,"VIAJES TRANSVIA TOURS, S.L.",11/01/17. BILLETES DE TREN CON MOTIVO DE LA ASISTENCIA AL CURSO SOBRE PARTICIPACIÓN PÚBLICA Y ENCUESTAS EN BARCELONA.,02/03/17,"62,05 €",5,15300,226990
2017.0000845,"VIAJES TRANSVIA TOURS, S.L.","08/02/17. BILLETES AVIÓN DE SEVILLA A VALENCIA CON MOTIVO DE LA CELEBRACIÓN DE LA FERIA ""SMART CITY VODAFONE"".",17/03/17,"214,84 €",3,92056,226990
2017.0001113,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"16/02/17. ADQUISICIÓN CUADRO TITULADO ""RAIG DE LLUM"" DEL PINTOR VICENT RAMON (DONATIVO OXFAM)",27/03/17,"400,00 €",1,91201,226990
2017.0001225,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,25/02/17. ANIMACIÓN CARNAVAL EN EL GRAO 2017.,27/03/17,"605,00 €",1,91203,226990
2017.0001006,LEVANTE ESPECTACULOS SL,"24/02/17. ALQUILER, TRANSPORTE Y MONTAJE DE SILLAS Y MESAS PARA LA CELEBRACIÓN DE LOS CARNAVALES EN LA SALA OPAL DEL GRAO.",27/03/17,"971,63 €",1,91203,226990
2017.0000933,IMAGENARTE ENMARCACIONES SL,21/02/17. ENMARCACIÓN CARTEL DE LA MAGDALENA PARA ALCALDÍA.,27/03/17,"50,00 €",1,91201,226990
2017.0000940,"MESON NAVARRO, S.L.","21/02/17. COMIDA DE TRABAJO CON ALCALDESA, JEFE DE GABINETE, RESPONSABLE DEL CENTRO DE INVESTIGACIÓN DE CONOCIMIENTO APLICADOS A LA ADMINISTRACIÓN LOCAL DE LA FVMP Y COLABORADORA.",27/03/17,"137,00 €",1,91201,226990
2017.0001130,"MESON NAVARRO, S.L.","25/02/17. COMIDA CON MOTIVO DE LA VISITA DE LA DELEGACIÓN DE CHATELLERAULT, JEFE DE GABINETE ALCALDIA.",27/03/17,"240,00 €",1,91201,226990
2017.0001129,CASTELLO VENDIG SL,FEBRERO/17. SUMINISTRO CAFETERA ÓRGANOS DE GOBIERNO,27/03/17,"308,00 €",1,91201,226990
2017.0001123,ZONA LIMITE CASTELLON SL,28/02/17. PEGADA CARTELES Y REPARTO CAMPAÑA CARNAVAL GRAO CS,27/03/17,"354,53 €",1,91203,226990
2017.0000846,"VIAJES TRANSVIA TOURS, S.L.",DEL 7 AL 8/02/17. BILLETES DE TREN Y ALOJAMIENTO VIAJE DE VALENCIA A MADRID A LA FERIA SMART CITY VODAFONE.,27/03/17,"357,40 €",3,92056,226990
2017.0001095,"VIAJES TRANSVIA TOURS, S.L.",22/02/17. CAMBIO BILLETE DE TREN CON MOTIVO DEL VIAJE A MADRID AL CONGRESO NACIONAL DE INNOVACIÓN Y SERVICIOS PÚBLICOS.,27/03/17,"49,05 €",5,15300,226990
2017.0001099,"VIAJES TRANSVIA TOURS, S.L.",DEL 20 AL 22/02/17. BILLETE DE TREN Y ALOJAMIENTO A FAVOR DE GEMA SORIANO CON MOTIVO DEL VIAJE A MADRID AL CONGRESO NACIONAL DE INNOVACIÓN Y SERVICIOS PÚBLICOS.,27/03/17,"283,60 €",5,15300,226990
2017.0001137,TEKNOMEDIA CB,20/02/17. ASISTENCIA SONIDO CON MOTIVO DE LA CELEBRACIÓN DEL CARNAVAL EN EL GRAO.,27/03/17,"832,00 €",1,91203,226990
2017.0001222,BOTAFOCS DIMONIS DEL GRAO,26/02/17. PARTICIPACIÓN EN EL ENTIERRO DE LA SARDINA CON MOTIVO DE LOS CARNAVALES.,27/03/17,"500,00 €",1,91203,226990
2017.0001219,UNION MUSICAL DEL GRAO,"26/02/17. ENTIERRO DE LA SARDINA ""CARNESTOLTES 2017""",27/03/17,"500,00 €",1,91203,226990
2017.0001221,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"27/02/17. REALIZACIÓN SARDINA DE 1,5 METROS PARA CELEBRACIÓN CARNAVAL.",27/03/17,"275,00 €",1,91203,226990
2017.0001303,ASOCIACIO CULTURAL DOLÇAINA I TABALETERS,DEL 24 AL 26/02/17. ACTUACIÓN DENTRO DE LAS FIESTAS DE CARNAVAL EN EL GRAO.,04/04/17,"500,00 €",1,91203,226990
2017.0001301,XARANGA XAQUEKAXE,25/02/17. ACTUACIÓN MUSICAL ANIMACIÓN CARNAVALES 2017.,04/04/17,"400,00 €",1,91203,226990
2017.0001302,ASSOCIACIO CULTURAL TXARANGA CURTS DO IT,28/02/17. ACTUACIÓN MUSICAL DENTRO DE LOS CARNAVALES 2017 EN EL GRAO.,04/04/17,"400,00 €",1,91203,226990
2017.0000955,MEDITERRANEO HOLIDAYS SL,22/02/17. BILLETE DE TREN MADRID CON MOTIVO DE LA CONFERENCIA DE DONANTES COMISIONADO GENERAL UNRWA.,11/04/17,"138,50 €",5,23106,226991
2017.0001384,GRABADOS MOLINA 99 SL,09/03/17. SUMINISTRO TROFEOS PARA CELEBRACIÓN CARNAVAL.,11/04/17,"142,60 €",1,91203,226990
2017.0001371,COFRADIA PESCADORES SAN PEDRO CASTELLON,20/02/17. ORGANIZACIÓN Y DESARROLLO DEGUSTACIÓN POPULAR DE PESCADO DENTRO DE LOS CARNAVALES.,11/04/17,"687,92 €",1,91203,226990
2017.0001372,COFRADIA PESCADORES SAN PEDRO CASTELLON,20/02/17. COMPRA DE PESCADO PARA DEGUSTACIÓN POPULAR EN CARNAVAL.,11/04/17,"2.200,00 €",1,91203,226990
2017.0001278,PLACIDO GOMEZ SL,28/02/17. SUMINISTRO MANUAL S/CERMENIAL Y PROTOCOLO,20/04/17,"49,00 €",3,92065,22001
