#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica,Unnamed: 4
2015.0004300,MEDITERRANEO HOLIDAYS SL,18 Y 19/09/15. BILLETES DE TREN Y ALOJAMIENTO ALCALDESA Y JEFE GABINETE A MADRID,13/10/2015,"450,20 €",1,91200,226990,
2015.0001458,"BARRACHINA VILLENA, S.L.",19/02/15. PIN FOTOGRABADO PLATA + CAJITA.,26/09/2015,"1.345,28 €",1,91200,226010,
2015.0002462,"NELOS'S SERVICIOS GASTRONOMICOS, S.L.",19/05/2015. COMIDA AULAS 3ª EDAD,23/07/2015,"112,00 €",1,91200,226990,
2015.0004310,MEDITERRANEO HOLIDAYS SL,19/09/15. CAMBIOS BILLETE DE TREN ALCALDESA Y JEFE GABINETE.,13/10/2015,"35,00 €",1,91200,226990,
2015.0004597,"CORONAS CASTELLON, S.L.",19/09/15. CESTAS DE FLORES PARA PRESENTACIÓN GAIATA 5.,18/12/2015,"375,00 €",1,91200,226991,
2015.0006310,SPLAI CASTELLO SL,"2/12/2015.  DISEÑO E IMPRESION CARTELERIA Y DIFUSIÓN ""NIT DE CAP D'ANY AL GRAU""",30/12/2015,"2.755,00 €",1,91202,226995,
2015.0005306,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,20/10/15. LLAVEROS DE PLATA CON ESCUDO AYUNTAMIENTO PARA PRESIDENTES INFANTILES MAGDALENA 2016,03/12/2015,"1.185,80 €",1,91200,226991,
2015.0001618,RESTAURANTE MOLIMAR SL,"2015. ALMUERZO EN SANT ROC DE CANET (AUTORIDADES INVITADAS E INTEGRANTES DE LA ROMERIA, JUNTA DE FIESTAS, CLERO Y CANTORES)",13/10/2015,"5.577,00 €",1,91200,226991,
2015.0001147,FEDERACION ESPAÑOLA MUNICIPIOS Y PROVINCIAS,2015. CUOTA ANUAL RED ESPAÑOLA CIUDADES POR EL CLIMA 2015,11/05/2015,"300,00 €",6,17000,48900,
2015.0000352,"HOSTELERIA DOS, S.L.",21/01/15. ALMUERZO ALCALDIA,15/04/2015,"396,00 €",1,91200,226990,
2015.0000714,JOYAS SAN VICENTE SL,21/02/15. INSIGNIAS PARA FADRI Y REY.,20/04/2015,"852,00 €",1,91200,226991,
2015.0005839,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,21/11/15. CESTAS DE FLORES PRESENTACIÓN GAIATA Nº 11.,30/12/2015,"375,00 €",1,91200,226991,
2015.0005071,MEDITERRANEO HOLIDAYS SL,22 A 23 OCTUBRE 15. ESTANCIA HOTEL HESPERIA MURCIA A FAVOR DE ENRIC PORCAR CON MOTIVO DE LA CELEBRACIÓN DE LA RED DE CIUDADES POR LA BICICLETA.,09/12/2015,"60,00 €",1,91200,226990,
2015.0000353,"HOSTELERIA DOS, S.L.",22/12/14. COMIDA ALCALDIA REUNIÓN REPRESENTANTES ASOCIACIÓN TENENCIA DE ALCALDIA OESTE,30/04/2015,"110,00 €",1,91200,226990,
2015.0005738,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,23/11/15. CANASTILLA DE FLORES GRANDE Y PEQUEÑA,30/12/2015,"375,00 €",1,91200,226991,
2015.0000531,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,24/01/2015. CESTAS PRESENTACION GAITA 4.,27/04/2015,"375,00 €",1,91200,226991,
2015.0001225,ASOC ESPAÑOLA CIUDADES PESCA,24/03/15. CUOTA SOCIO AECIPE AÑO 2015,11/05/2015,"1.200,00 €",1,91200,48904,
2015.0001124,MEDITERRANEO HOLIDAYS SL,24/03/2015. BILLETE DE AVION VALENCIA - BRUSELAS A FAVOR DE Dª. BEATRIZ JIMENEZ. ESTANCIA EN HOTEL.,22/05/2015,"273,11 €",1,91200,226990,
2015.0002629,RESTAURANTE MOLIMAR SL,24/05/2015. CATTERING PARA EL PERSONAL EN LA JORNADA ELECTORAL.,26/09/2015,"275,00 €",1,91200,226990,
2015.0002463,VALLS MIRALLES SLU,24/05/2015. COMIDA JUNTA ELECTORAL ALMACEN BRIGADAS.,26/09/2015,"173,49 €",1,91200,226990,
2015.0004528,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"24/09/15. COMIDA CON MOTIVO DE LA REUNIÓN CELEBRADA CON LA ALCALDESA, PROFESOR TITULAR Y CATEDRÁTICO UNIVERSIDAD CALIFORNIA.",13/10/2015,"62,50 €",1,91200,226990,
2015.0005795,MEDITERRANEO HOLIDAYS SL,25 Y 26/11/15. BILLETE DE TREN Y ALOJAMIENTO DE PATRICIA PUERTA CON MOTIVO DE LA ASISTENCIA AL XV FORO DE CIUDADES POR EL EMPLEO CELEBRADO EN MADRID.,18/12/2015,"210,15 €",1,91200,226990,
2015.0000989,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,25/02/2015. MARCO RETRATO DEL REY.,20/04/2015,"1.089,00 €",1,91200,226990,
2015.0002483,CIPFP COSTA DE AZAHAR,25/05/15. GENEROS UTILIZADOS POR LA ESCUELA HOSTELERÍA EN LA ELABORACIÓN Y SERVICIO DE COMIDA EMPRESA UBE,26/09/2015,"1.265,00 €",1,91200,226990,
2015.0001624,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,26/03/2015. PERGAMINOS NOMBRAMIENTO HIJO PREDILECTO Y ADOPTIVO DE CASTELLON.,26/09/2015,"515,46 €",1,91200,226010,
2015.0005119,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,26/09/15 Y 03/10/15. CESTAS DE FLORES PRESENTACIÓN GAIATAS,09/12/2015,"750,20 €",1,91200,226010,
2015.0000282,"RINCONET RAFALAFENA, S.L.U.",27/01/15. SERVICIO DE COMIDA CON MOTIVO DE LA REUNION DE LOS PRESIDENTES DE LAS FEDERACIONES DE ASOCIACIONES DE VECINOS,15/04/2015,"150,04 €",1,91200,226990,
2015.0002397,"MERCERIA ELIAS, S.L.",27/04/15 BANDA VERDE REINA SANTA RITA 2015,26/09/2015,"115,56 €",1,91200,226990,
2015.0000964,VICENTE MIRAVETE SL,28/02/2015. CATERING DULCE Y SALADO GALANIA REINA DE LAS FIESTAS MAGDALENA 2015.,20/04/2015,"885,04 €",1,91200,226991,
2015.0002037,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/02/2015. SERVICIO DE CATERING GALANIA MAYOR.,26/09/2015,"439,50 €",1,91200,226991,
2015.0002408,"SERVEIS HOSTALERS DE CASTELLO, S.L.",28/07/14. MENUS CONCERTADOS ALCALDÍA,24/09/2015,"61,01 €",1,91200,226990,
2015.0000330,VICENTE MIRAVETE SL,29/05/14. CATERING EN ACTIVIDADES SANTA RITA,24/09/2015,"302,50 €",1,91200,226990,
2015.0002692,"VIVAS RAPALO, S.A.",29/05/2015. ALQUILER SALON Y MUSICA PARA LA CELEBRACION FIESTA DE SANTA RITA 2015.,26/09/2015,"930,00 €",1,91200,226990,
2015.0002612,RESTAURANTE MOLIMAR SL,29/05/2015. COMIDA DE HERMANDAD (PAELLA). TROBADA BOLILLERAS.,26/09/2015,"700,00 €",1,91200,226990,
2015.0000599,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/11/2014 Y 06/12/2014. CESTAS DE FLORES PRESENTACIÓNES GAIATAS 14 Y 6.,20/04/2015,"749,98 €",1,91200,226991,
2015.0001300,"GESTION UNIVERSAL DE ESPECTACULOS, S.L",30/03/15. ABONOS PARA FERIA TAURINA 2015,18/05/2015,"3.995,00 €",1,91200,226991,
2015.0001299,"GESTION UNIVERSAL DE ESPECTACULOS, S.L",30/03/15. LOCALIDADES PARA FERIA TAURINA 2015,18/05/2015,"5.010,00 €",1,91200,226991,
2015.0001735,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/04/2015. MEDALLAS COORPORACION PLATA PRIMERA LEY CON BAÑO DE ORO.,23/07/2015,"13.455,20 €",4,92065,22699,
2015.0004610,"BARRACHINA VILLENA, S.L.",30/09/15. SUMINISTRO 1000 PIN FOTOGRABADO CON CAJA Y 1042 PIN SIN CAJA.,18/12/2015,"2.442,66 €",1,91200,226010,
2015.0002404,"SERVEIS HOSTALERS DE CASTELLO, S.L.",30/10/13. APERITIVOS PARA ALCALDÍA,24/09/2015,"197,30 €",1,91200,226990,
2015.0000532,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/01/2015. CESTAS PRESENTACIÓN GAIATA 3,27/04/2015,"375,00 €",1,91200,226991,
2015.0004525,RESTAURANTE MOLIMAR SL,31/08/15. COMIDA CATERING CON MOTIVO DE LA VUELTA CICLISTA ESPAÑA.,03/12/2015,"825,00 €",1,91200,226990,
2015.0004104,"MESON NAVARRO, S.L.","31/08/15. COMIDA TRABAJO CON MOTIVO DE LA VISITA DEL PRESIDENT DE LA GENERALITAT, JEFE GABINETE PRESIDENT Y JEFE GABINETE ALCALDIA.",26/09/2015,"180,70 €",1,91200,226990,
2015.0005552,"SANTOS BALLESTER, C.B.",31/10/15. CESTAS DE FLORES PRESENTACIÓN GAIATA Nº 14.,18/12/2015,"375,00 €",1,91200,226991,
2015.0004063,VALLS MIRALLES SLU,31/8/15 CATERING PALAU DE LA FESTA FINAL VUELTA CICLISTA,13/10/2015,"439,51 €",1,91200,226990,
2015.0005631,"MESON NAVARRO, S.L.",5/11/15. COMIDA DE LA ALCALDESA CON EL DIRECTOR DE RADIO CS (SER) Y CON EL PRESIDENTE DEL CONSEJO DE RADIO CASTELLÓN.,18/12/2015,"159,75 €",1,91200,226990,
2015.0004598,"CORONAS CASTELLON, S.L.",6 Y 10/07/15. CORONA Y RAMO CENTENARIA.,18/12/2015,"197,51 €",1,91200,226990,
2015.0005877,"CORONAS CASTELLON, S.L.",8/010/15 CESTAS CON FLOR TENENCIA ALCALDIA DISTRITO CENTRO,30/12/2015,"375,00 €",1,91200,226991,
2015.0001821,"GARCIA SORRIBES, S.L.","ABRIL 2015, BOTELLINES AGUA ORGANOS GOBIERNO",23/07/2015,"223,30 €",1,91200,226990,
2015.0001841,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 2015. SUMINISTRO PRENSA ALCALDIA.,26/09/2015,"226,71 €",1,91200,22001,
2015.0001956,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 2015. TRABAJOS PRENSA AYUNTAMIENTO.,26/09/2015,"1.863,40 €",1,91200,22602,
2015.0001585,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL/15. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,22/05/2015,"4.235,00 €",1,91200,226011,
2015.0004204,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AGOSTO/15. CONTRATACION DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,25/09/2015,"4.235,00 €",1,91200,226011,
2015.0004600,"CORONAS CASTELLON, S.L.","AGOSTO/15. RAMOS CENTENARIA, CENTROS NACIMIENTOS Y RAMOS VUELTA CICLISTA ESPAÑA.",18/12/2015,"666,89 €",1,91200,226990,
2015.0004065,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AGOSTO/15. SUMINISTRO PRENSA.,13/10/2015,"249,09 €",1,91200,22001,
2015.0002533,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ALFILERES CORBATA EN PLATA, ALFILERES DE SEÑORA EN PLATA Y PINS EN PLATA CON BAÑOS DE ORO.",23/09/2015,"2.029,17 €",4,92065,22699,
2015.0004295,MEDITERRANEO HOLIDAYS SL,ALOJAMIENTO VIAJE A LOGROÑO A FAVOR DEL VICEALCALDE (ENRIC NOMDEDEU),13/10/2015,"160,00 €",1,91200,226990,
2015.0000152,MEDITERRANEO HOLIDAYS SL,BILLETES DE TREN ,18/03/2015,"200,20 €",1,91200,226990,
2015.0000197,"NELOS'S SERVICIOS GASTRONOMICOS, S.L.",CENA CONCURSO DE BELENES,02/03/2015,"200,00 €",5,92400,226991,
2015.0002385,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CESTAS Y RAMOS DE FLORES PARA ACTO DE GALANIA REINA IINFANTIL Y REINA MAYOR 2015.,26/09/2015,"330,00 €",1,91200,226991,
2014.0007183,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 11 AL 30/11/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,26/03/2015,"2.823,40 €",1,91200,226011,
2015.0005663,MEDITERRANEO HOLIDAYS SL,"DEL 18 AL 20/11/15. BILLETES DE TREN Y ALOJAMIENTO DE SARA USÓ Y PAOLA VALERINO A MADRID CON MOTIVO DEL CURSO DE LA FEMP ""EL PACTO DE ALCALDES: UNA INICIATIVA PARA LUCHAR CONTRA EL CAMBIO CLIMÁTICO EN LAS CIUDADES"".",18/12/2015,"673,70 €",1,91200,226990,
2015.0000513,MEDITERRANEO HOLIDAYS SL,DEL 22/02 AL 23/02/15. GASTOS DE ANULACION BILLETES TREN CASTELLON-MADRID-VALENCIA A FAVOR DE MARIA LUISA RIBES,20/04/2015,"30,65 €",1,91200,226990,
2014.0005492,"CORONAS CASTELLON, S.L.",DEL 3 AL 27/09/14. CESTAS DE FLORES PRESENTACIÓN GAIATAS,26/01/2015,"580,00 €",1,91201,226990,
2015.0004599,"CORONAS CASTELLON, S.L.","DEL 7 AL 27/04/15. CORONA, RAMO CENTENARIA Y CENTRO NACIMIENTO.",18/12/2015,"254,00 €",1,91200,226990,
2014.0007292,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DICIEMBRE 2014. SUMINISTRO PRENSA DICIEMBRE (EL PAIS, LEVANTE CASTELLON, EL MUNDO CASTELLON, MEDITERRANEO, ABC Y LA RAZON)",08/04/2015,"234,80 €",1,91200,22001,
2015.0000336,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE/14. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,16/02/2015,"4.235,00 €",1,91200,226011,
2015.0006458,SPLAI CASTELLO SL,"DISEÑO, CONSTRUCCIÓN E INSTALACIÓN DEL ""BUZÓN REAL"" A LA TENENCIA ALCALDIA DEL GRAO.",30/12/2015,"338,80 €",1,91202,226995,
2015.0001816,"GARCIA SORRIBES, S.L.","ENERO 2015, BOTELLINES AGUA ORGANOS GOBIERNO",23/07/2015,"53,59 €",1,91200,226990,
2015.0000358,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 2015. SUMINISTRO PRENSA PARA ALCALDIA,15/04/2015,"280,31 €",1,91200,226990,
2015.0000372,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO 2015. TRABAJOS DE PRENSA,16/04/2015,"1.960,20 €",1,91200,226990,
2015.0000214,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ENERO/15.  CONTRATACION DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,16/02/2015,"4.235,00 €",1,91200,226011,
2015.0000439,TRANSVIA SL,ENERO/15. ARRENDAMIENTO VEHICULO MATRICULA 1326-HNP CON DESTINO A LA ALCALDIA PRESIDENCIA. JGL 30-11-12,30/03/2015,"1.147,69 €",1,91200,20400,
2015.0001817,"GARCIA SORRIBES, S.L.","FEBRERO 2015, BOTELLINES AGUA ORGANOS GOBIERNO",23/07/2015,"134,46 €",1,91200,226990,
2015.0000888,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO 2015. TRABAJOS PRENSA AYUNTAMIENTO.,20/04/2015,"1.996,50 €",1,91200,226990,
2015.0000746,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,FEBRERO/15. CONTRATACION DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,06/03/2015,"4.235,00 €",1,91200,226011,
2015.0003757,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/15. PRENSA PARA ALCALDÍA.,26/09/2015,"242,60 €",1,91200,22001,
2015.0003761,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO/15. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,18/09/2015,"4.235,00 €",1,91200,226011,
2015.0001814,"GARCIA SORRIBES, S.L.","JUNIO 2014, SUMINISTRO BOTELLINES AGUA ORGANOS GOBIERNO.",24/09/2015,"107,18 €",1,91200,226990,
2015.0003153,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO 2015. SUMINISTRO DE PRENSA PARA ALCALDIA.,26/09/2015,"234,21 €",1,91200,22001,
2015.0001531,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"JUNIO,JULIO Y AGOSTO 2014. TRABAJO ARCHIVO FOTOGRAFICO ACTOS INSTITUCIONALES AYUNTAMIENTO.",24/09/2015,"1.923,90 €",1,91200,226990,
2014.0003916,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/14. REPOSRTAJES FOTOGRAFICOS ACTOS PROTOCOLARIOS.,26/01/2015,"1.476,20 €",1,91201,226990,
2015.0003117,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JUNIO/15. CONTRATACION DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,07/08/2015,"4.235,00 €",1,91200,226011,
2015.0000520,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAGDALENA 2015. PULSERA REINA Y REINA INFANTIL CON ESCUDO AYUNTAMIENTO CON BARRAS ENGASTADAS CON RUBIS,27/04/2015,"3.993,00 €",1,91200,226991,
2015.0001819,"GARCIA SORRIBES, S.L.","MARZO 2015, BOTELLINES AGUA ORGANOS GOBIERNO",23/07/2015,"53,59 €",1,91200,226990,
2015.0001167,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO/14. CONTRATACION DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,20/04/2015,"4.235,00 €",1,91200,226011,
2014.0007258,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MARZO/14. TRABAJO ARCHIVO FOTOGRAFICO.,26/03/2015,"1.318,90 €",1,91200,226990,
2015.0002739,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO 2015. SUMINISTRO PRENSA RARA ALCALDIA.,23/09/2015,"249,19 €",1,91200,22001,
2015.0002693,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO 2015. TRABAJOS PRENSA AYUNTAMIENTO.,26/09/2015,"1.784,75 €",1,91200,226990,
2015.0002217,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MAYO/15. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,31/07/2015,"4.235,00 €",1,91200,226011,
2015.0002532,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,MEDALLAS CORPORACION AYTO. CASTELLON 2015,23/09/2015,"2.522,85 €",4,92065,22699,
2015.0000229,"SERVEIS HOSTALERS DE CASTELLO, S.L.",15/01/15 COMIDA CONCEJAL SIDT CON EL EQUIPO DE FERRAN ADRIA Y REPRESENTANTES TELEFÓNICA.,15/04/2015,"84,02 €",1,91200,226990,
2015.0006361,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE 15. SUMINISTRO PRENSA PARA ALCALDIA,30/12/2015,"51,40 €",1,91200,22001,
2014.0007235,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE/14. SUMINISTRO PRENSA PARA ALCALDIA.,26/03/2015,"238,88 €",1,91200,22001,
2015.0005862,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE/15.  CONTRATACION DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,18/12/2015,"4.235,00 €",1,91200,226011,
2015.0005334,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/15. SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,20/11/2015,"4.235,00 €",1,91200,226011,
2015.0005494,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/15. SUMINISTRO PRENSA PARA ALCALDÍA.,18/12/2015,"143,33 €",1,91200,22001,
2015.0004532,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE/15. CONTRATACION DEL SERVICIO DE PROTOCOLO DEL AYUNTAMIENTO DE CASTELLON JGL 07-11-2014,23/10/2015,"4.235,00 €",1,91200,226011,
2015.0004601,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE/15. PRENSA PARA ALCALDÍA.,02/11/2015,"236,60 €",1,91200,22001,
2015.0005618,"J.PINAZO, S.L.",SUMINISTRO 2 BANDERAS MASTIL.,18/12/2015,"105,27 €",1,91200,226990,
2014.0004694,"CORONAS CASTELLON, S.L.",SUMINISTRO CENTROS DE FLORES PARA NOMBRAMIENTO REINAS FIESTAS.,26/01/2015,"284,99 €",1,91201,226990,
2014.0004183,EL CORTE INGLES SA,TOALLAS Y MOCHILAS PARA LOS NIÑOS SAHARAUIS 2014.,26/01/2015,"151,46 €",1,91201,226990,
2015.0000205,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,TRABAJO ARCHIVO FOTOGRAFICO. ACTOS INSTITUCIONALES ABRIL-MAYO 2014,26/03/2015,"1.845,25 €",1,91200,226990,
2015.0000256,"GARCIA SORRIBES, S.L.","07/11, 17/11 Y 28/11/14. SUMINISTRO DE AGUA",30/04/2015,"75,92 €",1,91200,226990,
2015.0005999,MEDITERRANEO HOLIDAYS SL,1/12/15. VIAJE A MADRID AMPARO MARCO Y FABRIZIO MUZZATI,30/12/2015,"194,80 €",1,91200,226990,
2015.0001018,MEDITERRANEO HOLIDAYS SL,20/03/2015. BILLETE DE TREN A MADRID A FAVOR DE DÑA. CARMEN QUEROL.,08/05/2015,"120,80 €",1,91200,226990,
2015.0006046,MEDITERRANEO HOLIDAYS SL,"DEL 27 Y 28/01/15. ALOJAMIENTO Y BILLETE DE TREN PARA ALFONSO BATALLER, PALOMA AGUILAR, MIGUEL ANGEL MULET Y DUNIA GORMAZ CON MOTIVO DE LA ASISTENCIA A LA FERIA FITUR 2015.",30/12/2015,"915,20 €",1,91200,226990,
2015.0000255,"GARCIA SORRIBES, S.L.",DICIEMBRE 2014. SUMINISTRO AGUA,31/03/2015,"80,39 €",1,91200,226990,
2015.0000082,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DICIEMBRE 2014. TRABAJOS PRENSA AYUNTAMIENTO,08/04/2015,"1.784,75 €",1,91200,226990,
2015.0000138,EL CORTE INGLES SA,NOCHEBUENA Y NOCHEVIEJA POLICIA Y BOMBEROS,26/03/2015,"497,44 €",1,91200,226990,
2015.0006434,"LAMPISTERIA GASCO, S.L.",09/12/15 TRABAJOS ELECTRICOS REALIZADOS EN ARCHIVO MUNICIPAL,30/12/2015,"320,53 €",6,92031,21200,
2015.0000732,TROFEOS Y GRABADOS DURBAN SL,16/02/15. SUMINISTRO DE 3 PLACAS DE HOMENAJE GRABADAS PARA IES PORCAR,16/04/2015,"171,00 €",5,33400,226090,
2015.0003754,LOGINTEGRAL 2000 S.A.U.,2015. SUSCRIPCIÓN AL DIARIO EL MUNDO PARA BIBLIOTECAS MUNICIPALES.,26/09/2015,"4.156,48 €",5,33210,220010,
2015.0006276,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,4/12/15. PERIODICOS Y REVISTAS,30/12/2015,"190,80 €",5,33210,220010,
2015.0005075,"EDICIONES EL PAIS, S.L.",6/10/15 A 5/10/16  RENOVACION SUSCRIPCION DIARIO EL PAIS. BIBLIOTECA PUBLICA CASAL JOVE,25/11/2015,"380,00 €",5,33210,220010,
2015.0002675,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"ABRIL 2015. SUMINISTRO DE PRENSA Y REVISTAS PARA LA BIBLIOTECA ""JOAN B. CAMPOS"" DEL GRAO DE CASTELLON.",26/09/2015,"121,75 €",5,33210,220010,
2015.0001842,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 2015. SUMINISTRO PRENSA Y REVISTAS BIBLIOTECA CALLE MAYOR.,11/06/2015,"278,80 €",5,33210,220010,
2015.0001843,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABRIL 2015. SUMINISTRO PRENSA Y REVISTAS BIBLIOTECA CENSAL.,11/06/2015,"183,70 €",5,33210,220010,
2015.0001675,ARGOT CULTURAL S L,ABRIL/15. SUMINISTRO DE LIBROS CON DESTINO A LAS BIBLIOTECAS Y AGENCIAS DE LECTURA MUNICIPALES (LOTE 1: LIBROS INFANTILES Y JUVENILES) DEC. 22-09-2014,02/06/2015,"566,05 €",5,33210,220011,
2015.0001887,LLIBRERIA CASTELLO SL,ABRIL/15. SUMINISTRO DE LIBROS CON DESTINO A LAS BIBLIOTECAS Y AGENCIAS DE LECTURA MUNICIPALES (LOTE 2: LIBROS DE NARRATIVA) DEC. 22-09-2014,09/06/2015,"563,64 €",5,33210,220011,
